"StateCode","Deductible","InsuranceToValueLevelPercentage_From","InsuranceToValueLevelPercentage_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW","25,000",65,70,500001,1000001,0.978,0.943
"CW","25,000",65,70,1000001,5000001,1.073,1.031
"CW","25,000",65,70,5000001,10000001,1.099,1.055
"CW","25,000",65,70,10000001,2147483647,1.111,1.067
"CW","25,000",70,75,0,500001,0.791,0.769
"CW","25,000",70,75,500001,1000001,0.943,0.911
"CW","25,000",70,75,1000001,5000001,1.031,0.994
"CW","25,000",70,75,5000001,10000001,1.055,1.017
"CW","25,000",70,75,10000001,2147483647,1.067,1.027
"CW","25,000",75,80,0,500001,0.769,0.69
"CW","25,000",75,80,500001,1000001,0.911,0.878
"CW","25,000",75,80,1000001,5000001,0.994,0.96
"CW","25,000",75,80,5000001,10000001,1.017,0.975
"CW","25,000",75,80,10000001,2147483647,1.027,0.983
"CW","25,000",80,90,500001,1000001,0.878,0.834
"CW","25,000",80,90,1000001,5000001,0.96,0.912
"CW","25,000",80,90,5000001,10000001,0.975,0.926
"CW","25,000",80,90,10000001,2147483647,0.983,0.934
"CW","25,000",80,100,0,500001,0.69,0.653
"CW","25,000",90,100,500001,1000001,0.834,0.79
"CW","25,000",90,100,1000001,5000001,0.912,0.864
"CW","25,000",90,100,5000001,10000001,0.926,0.878
"CW","25,000",90,100,10000001,2147483647,0.934,0.885
"CW","25,000",100,2147483647,0,500001,0.653,0.653
"CW","25,000",100,2147483647,500001,1000001,0.79,0.79
"CW","25,000",100,2147483647,1000001,5000001,0.864,0.864
"CW","25,000",100,2147483647,5000001,10000001,0.878,0.878
"CW","25,000",100,2147483647,10000001,2147483647,0.885,0.885
