"StateCode","Deductible","InsuranceToValueLevelPercentage_From","InsuranceToValueLevelPercentage_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW","50,000",20,25,0,1000001,1.232,1.158
"CW","50,000",20,25,1000001,3500001,1.696,1.562
"CW","50,000",20,25,3500001,5500001,1.8,1.654
"CW","50,000",20,25,5500001,10000001,1.864,1.706
"CW","50,000",20,25,10000001,2147483647,1.924,1.757
"CW","50,000",25,30,0,1000001,1.158,1.093
"CW","50,000",25,30,1000001,3500001,1.562,1.453
"CW","50,000",25,30,3500001,5500001,1.654,1.533
"CW","50,000",25,30,5500001,10000001,1.706,1.579
"CW","50,000",25,30,10000001,2147483647,1.757,1.624
"CW","50,000",30,35,0,1000001,1.093,1.038
"CW","50,000",30,35,1000001,3500001,1.453,1.362
"CW","50,000",30,35,3500001,5500001,1.533,1.433
"CW","50,000",30,35,5500001,10000001,1.579,1.474
"CW","50,000",30,35,10000001,2147483647,1.624,1.513
"CW","50,000",35,40,0,1000001,1.038,0.988
"CW","50,000",35,40,1000001,3500001,1.362,1.284
"CW","50,000",35,40,3500001,5500001,1.433,1.348
"CW","50,000",35,40,5500001,10000001,1.474,1.384
"CW","50,000",35,40,10000001,2147483647,1.513,1.418
"CW","50,000",40,45,0,1000001,0.988,0.946
"CW","50,000",40,45,1000001,3500001,1.284,1.216
"CW","50,000",40,45,3500001,5500001,1.348,1.273
"CW","50,000",40,45,5500001,10000001,1.384,1.307
"CW","50,000",40,45,10000001,2147483647,1.418,1.339
"CW","50,000",45,50,0,1000001,0.946,0.906
"CW","50,000",45,50,1000001,3500001,1.216,1.157
"CW","50,000",45,50,3500001,5500001,1.273,1.21
"CW","50,000",45,50,5500001,10000001,1.307,1.238
"CW","50,000",45,50,10000001,2147483647,1.339,1.267
"CW","50,000",50,55,0,1000001,0.906,0.871
"CW","50,000",50,55,1000001,3500001,1.157,1.104
"CW","50,000",50,55,3500001,5500001,1.21,1.152
"CW","50,000",50,55,5500001,10000001,1.238,1.18
"CW","50,000",50,55,10000001,2147483647,1.267,1.206
"CW","50,000",55,60,0,1000001,0.871,0.84
"CW","50,000",55,60,1000001,3500001,1.104,1.056
"CW","50,000",55,60,3500001,5500001,1.152,1.101
"CW","50,000",55,60,5500001,10000001,1.18,1.127
"CW","50,000",55,60,10000001,2147483647,1.206,1.152
"CW","50,000",60,65,0,1000001,0.84,0.812
"CW","50,000",60,65,1000001,3500001,1.056,1.014
"CW","50,000",60,65,3500001,5500001,1.101,1.056
"CW","50,000",60,65,5500001,10000001,1.127,1.081
"CW","50,000",60,65,10000001,2147483647,1.152,1.103
"CW","50,000",65,70,0,1000001,0.812,0.787
"CW","50,000",65,70,1000001,3500001,1.014,0.976
"CW","50,000",65,70,3500001,5500001,1.056,1.016
"CW","50,000",65,70,5500001,10000001,1.081,1.038
"CW","50,000",65,70,10000001,2147483647,1.103,1.059
"CW","50,000",70,75,0,1000001,0.787,0.764
"CW","50,000",70,75,1000001,3500001,0.976,0.942
"CW","50,000",70,75,3500001,5500001,1.016,0.979
"CW","50,000",70,75,5500001,10000001,1.038,1.001
"CW","50,000",70,75,10000001,2147483647,1.059,1.021
"CW","50,000",75,80,0,1000001,0.764,0.722
"CW","50,000",75,80,1000001,3500001,0.942,0.91
"CW","50,000",75,80,3500001,5500001,0.979,0.949
"CW","50,000",75,80,5500001,10000001,1.001,0.967
"CW","50,000",75,80,10000001,2147483647,1.021,0.98
"CW","50,000",80,90,0,1000001,0.722,0.686
"CW","50,000",80,90,1000001,3500001,0.91,0.865
"CW","50,000",80,90,3500001,5500001,0.949,0.902
"CW","50,000",80,90,5500001,10000001,0.967,0.919
"CW","50,000",80,90,10000001,2147483647,0.98,0.931
"CW","50,000",90,100,0,1000001,0.686,0.65
"CW","50,000",90,100,1000001,3500001,0.865,0.819
"CW","50,000",90,100,3500001,5500001,0.902,0.854
"CW","50,000",90,100,5500001,10000001,0.919,0.87
"CW","50,000",90,100,10000001,2147483647,0.931,0.882
"CW","50,000",100,2147483647,0,1000001,0.65,0.65
"CW","50,000",100,2147483647,1000001,3500001,0.819,0.819
"CW","50,000",100,2147483647,3500001,5500001,0.854,0.854
"CW","50,000",100,2147483647,5500001,10000001,0.87,0.87
"CW","50,000",100,2147483647,10000001,2147483647,0.882,0.882
"CW","75,000",1,2,0,1000001,1.36,1.36
"CW","75,000",1,2,1000001,3500001,2.56,2.44
"CW","75,000",1,2,3500001,5500001,2.96,2.8
"CW","75,000",1,2,5500001,10000001,3.28,3.08
"CW","75,000",1,2,10000001,2147483647,3.68,3.4
"CW","75,000",2,3,0,1000001,1.36,1.333
"CW","75,000",2,3,1000001,3500001,2.44,2.347
"CW","75,000",2,3,3500001,5500001,2.8,2.667
"CW","75,000",2,3,5500001,10000001,3.08,2.907
"CW","75,000",2,3,10000001,2147483647,3.4,3.173
"CW","75,000",3,4,0,1000001,1.333,1.32
"CW","75,000",3,4,1000001,3500001,2.347,2.28
"CW","75,000",3,4,3500001,5500001,2.667,2.58
"CW","75,000",3,4,5500001,10000001,2.907,2.78
"CW","75,000",3,4,10000001,2147483647,3.173,3
"CW","75,000",4,5,0,1000001,1.32,1.296
"CW","75,000",4,5,1000001,3500001,2.28,2.208
"CW","75,000",4,5,3500001,5500001,2.58,2.48
"CW","75,000",4,5,5500001,10000001,2.78,2.672
"CW","75,000",4,5,10000001,2147483647,3,2.864
"CW","75,000",5,10,0,1000001,1.296,1.2
"CW","75,000",5,10,1000001,3500001,2.208,1.944
"CW","75,000",5,10,3500001,5500001,2.48,2.144
"CW","75,000",5,10,5500001,10000001,2.672,2.272
"CW","75,000",5,10,10000001,2147483647,2.864,2.408
"CW","75,000",10,15,0,1000001,1.2,1.12
"CW","75,000",10,15,1000001,3500001,1.944,1.749
"CW","75,000",10,15,3500001,5500001,2.144,1.915
"CW","75,000",10,15,5500001,10000001,2.272,2.011
"CW","75,000",10,15,10000001,2147483647,2.408,2.117
"CW","75,000",15,20,0,1000001,1.12,1.056
"CW","75,000",15,20,1000001,3500001,1.749,1.6
"CW","75,000",15,20,3500001,5500001,1.915,1.736
"CW","75,000",15,20,5500001,10000001,2.011,1.82
"CW","75,000",15,20,10000001,2147483647,2.117,1.904
"CW","75,000",20,25,0,1000001,1.056,0.998
"CW","75,000",20,25,1000001,3500001,1.6,1.482
"CW","75,000",20,25,3500001,5500001,1.736,1.6
"CW","75,000",20,25,5500001,10000001,1.82,1.67
"CW","75,000",20,25,10000001,2147483647,1.904,1.741
"CW","75,000",25,30,0,1000001,0.998,0.949
"CW","75,000",25,30,1000001,3500001,1.482,1.381
"CW","75,000",25,30,3500001,5500001,1.6,1.485
"CW","75,000",25,30,5500001,10000001,1.67,1.547
"CW","75,000",25,30,10000001,2147483647,1.741,1.608
"CW","75,000",30,35,0,1000001,0.949,0.905
"CW","75,000",30,35,1000001,3500001,1.381,1.298
"CW","75,000",30,35,3500001,5500001,1.485,1.392
"CW","75,000",30,35,5500001,10000001,1.547,1.445
"CW","75,000",30,35,10000001,2147483647,1.608,1.499
"CW","75,000",35,40,0,1000001,0.905,0.868
"CW","75,000",35,40,1000001,3500001,1.298,1.226
"CW","75,000",35,40,3500001,5500001,1.392,1.31
"CW","75,000",35,40,5500001,10000001,1.445,1.358
"CW","75,000",35,40,10000001,2147483647,1.499,1.408
"CW","75,000",40,45,0,1000001,0.868,0.834
"CW","75,000",40,45,1000001,3500001,1.226,1.163
"CW","75,000",40,45,3500001,5500001,1.31,1.239
"CW","75,000",40,45,5500001,10000001,1.358,1.284
"CW","75,000",40,45,10000001,2147483647,1.408,1.328
"CW","75,000",45,50,0,1000001,0.834,0.802
"CW","75,000",45,50,1000001,3500001,1.163,1.107
"CW","75,000",45,50,3500001,5500001,1.239,1.178
"CW","75,000",45,50,5500001,10000001,1.284,1.219
"CW","75,000",45,50,10000001,2147483647,1.328,1.259
"CW","75,000",50,55,0,1000001,0.802,0.774
"CW","75,000",50,55,1000001,3500001,1.107,1.059
"CW","75,000",50,55,3500001,5500001,1.178,1.123
"CW","75,000",50,55,5500001,10000001,1.219,1.161
"CW","75,000",50,55,10000001,2147483647,1.259,1.197
"CW","75,000",55,60,0,1000001,0.774,0.749
"CW","75,000",55,60,1000001,3500001,1.059,1.015
"CW","75,000",55,60,3500001,5500001,1.123,1.075
"CW","75,000",55,60,5500001,10000001,1.161,1.109
"CW","75,000",55,60,10000001,2147483647,1.197,1.144
"CW","75,000",60,65,0,1000001,0.749,0.727
"CW","75,000",60,65,1000001,3500001,1.015,0.975
"CW","75,000",60,65,3500001,5500001,1.075,1.031
"CW","75,000",60,65,5500001,10000001,1.109,1.065
"CW","75,000",60,65,10000001,2147483647,1.144,1.095
"CW","75,000",65,70,0,1000001,0.727,0.707
"CW","75,000",65,70,1000001,3500001,0.975,0.939
"CW","75,000",65,70,3500001,5500001,1.031,0.992
"CW","75,000",65,70,5500001,10000001,1.065,1.023
"CW","75,000",65,70,10000001,2147483647,1.095,1.053
"CW","75,000",70,75,0,1000001,0.707,0.689
"CW","75,000",70,75,1000001,3500001,0.939,0.908
"CW","75,000",70,75,3500001,5500001,0.992,0.957
"CW","75,000",70,75,5500001,10000001,1.023,0.986
"CW","75,000",70,75,10000001,2147483647,1.053,1.013
"CW","75,000",75,80,0,1000001,0.689,0.634
"CW","75,000",75,80,1000001,3500001,0.908,0.875
"CW","75,000",75,80,3500001,5500001,0.957,0.928
"CW","75,000",75,80,5500001,10000001,0.986,0.954
"CW","75,000",75,80,10000001,2147483647,1.013,0.975
"CW","75,000",80,90,0,1000001,0.634,0.602
"CW","75,000",80,90,1000001,3500001,0.875,0.831
"CW","75,000",80,90,3500001,5500001,0.928,0.882
"CW","75,000",80,90,5500001,10000001,0.954,0.906
"CW","75,000",80,90,10000001,2147483647,0.975,0.926
"CW","75,000",90,100,0,1000001,0.602,0.571
"CW","75,000",90,100,1000001,3500001,0.831,0.788
"CW","75,000",90,100,3500001,5500001,0.882,0.835
"CW","75,000",90,100,5500001,10000001,0.906,0.859
"CW","75,000",90,100,10000001,2147483647,0.926,0.878
"CW","75,000",100,2147483647,0,1000001,0.571,0.571
"CW","75,000",100,2147483647,1000001,3500001,0.788,0.788
"CW","75,000",100,2147483647,3500001,5500001,0.835,0.835
"CW","75,000",100,2147483647,5500001,10000001,0.859,0.859
"CW","75,000",100,2147483647,10000001,2147483647,0.878,0.878
