"StateCode","EQDeductibleTier","EQClass","EQDeductible","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor"
"CW",2,"2A","750,000",1000001,3500001,0.42
"CW",2,"2A","750,000",3500001,5500001,0.634
"CW",2,"2A","750,000",5500001,10000001,0.802
"CW",2,"2A","750,000",10000001,2147483647,1.441
"CW",2,"2A","1,000,000",0,1000001,0
"CW",2,"2A","1,000,000",1000001,3500001,0.332
"CW",2,"2A","1,000,000",3500001,5500001,0.545
"CW",2,"2A","1,000,000",5500001,10000001,0.713
"CW",2,"2A","1,000,000",10000001,2147483647,1.39
"CW",2,"2B","500",0,50001,1.243
"CW",2,"2B","500",50001,100001,1.46
"CW",2,"2B","500",100001,250001,1.571
"CW",2,"2B","500",250001,2147483647,1.754
"CW",2,"2B","1,000",0,50001,1.063
"CW",2,"2B","1,000",50001,100001,1.333
"CW",2,"2B","1,000",100001,250001,1.484
"CW",2,"2B","1,000",250001,2147483647,1.752
"CW",2,"2B","2,500",0,100001,1
"CW",2,"2B","2,500",100001,250001,1.319
"CW",2,"2B","2,500",250001,500001,1.46
"CW",2,"2B","2,500",500001,2147483647,1.747
"CW",2,"2B","5,000",0,100001,1.063
"CW",2,"2B","5,000",100001,250001,1.333
"CW",2,"2B","5,000",250001,500001,1.46
"CW",2,"2B","5,000",500001,2147483647,1.742
"CW",2,"2B","10,000",0,250001,0.86
"CW",2,"2B","10,000",250001,500001,1.172
"CW",2,"2B","10,000",500001,1000001,1.333
"CW",2,"2B","10,000",1000001,5000001,1.554
"CW",2,"2B","10,000",5000001,2147483647,1.733
"CW",2,"2B","25,000",0,500001,0.792
"CW",2,"2B","25,000",500001,1000001,1.113
"CW",2,"2B","25,000",1000001,5000001,1.423
"CW",2,"2B","25,000",5000001,10000001,1.554
"CW",2,"2B","25,000",10000001,2147483647,1.715
"CW",2,"2B","50,000",0,1000001,0.791
"CW",2,"2B","50,000",1000001,3500001,1.218
"CW",2,"2B","50,000",3500001,5500001,1.37
"CW",2,"2B","50,000",5500001,10000001,1.465
"CW",2,"2B","50,000",10000001,2147483647,1.692
"CW",2,"2B","75,000",0,1000001,0.666
"CW",2,"2B","75,000",1000001,3500001,1.113
"CW",2,"2B","75,000",3500001,5500001,1.285
"CW",2,"2B","75,000",5500001,10000001,1.396
"CW",2,"2B","75,000",10000001,2147483647,1.673
"CW",2,"2B","100,000",0,1000001,0.577
"CW",2,"2B","100,000",1000001,3500001,1.034
"CW",2,"2B","100,000",3500001,5500001,1.218
"CW",2,"2B","100,000",5500001,10000001,1.34
"CW",2,"2B","100,000",10000001,2147483647,1.657
"CW",2,"2B","250,000",0,1000001,0.295
"CW",2,"2B","250,000",1000001,3500001,0.759
"CW",2,"2B","250,000",3500001,5500001,0.969
"CW",2,"2B","250,000",5500001,10000001,1.122
"CW",2,"2B","250,000",10000001,2147483647,1.585
"CW",2,"2B","500,000",0,1000001,0.202
"CW",2,"2B","500,000",1000001,3500001,0.545
"CW",2,"2B","500,000",3500001,5500001,0.759
"CW",2,"2B","500,000",5500001,10000001,0.925
"CW",2,"2B","500,000",10000001,2147483647,1.503
"CW",2,"2B","750,000",0,1000001,0.16
"CW",2,"2B","750,000",1000001,3500001,0.42
"CW",2,"2B","750,000",3500001,5500001,0.634
"CW",2,"2B","750,000",5500001,10000001,0.802
"CW",2,"2B","750,000",10000001,2147483647,1.441
"CW",2,"2B","1,000,000",0,1000001,0
"CW",2,"2B","1,000,000",1000001,3500001,0.332
"CW",2,"2B","1,000,000",3500001,5500001,0.545
"CW",2,"2B","1,000,000",5500001,10000001,0.713
"CW",2,"2B","1,000,000",10000001,2147483647,1.39
"CW",2,"3A","500",0,50001,1.243
"CW",2,"3A","500",50001,100001,1.46
"CW",2,"3A","500",100001,250001,1.571
"CW",2,"3A","500",250001,2147483647,1.754
"CW",2,"3A","1,000",0,50001,1.063
"CW",2,"3A","1,000",50001,100001,1.333
"CW",2,"3A","1,000",100001,250001,1.484
"CW",2,"3A","1,000",250001,2147483647,1.752
"CW",2,"3A","2,500",0,100001,1
"CW",2,"3A","2,500",100001,250001,1.319
"CW",2,"3A","2,500",250001,500001,1.46
"CW",2,"3A","2,500",500001,2147483647,1.747
"CW",2,"3A","5,000",0,100001,1.063
"CW",2,"3A","5,000",100001,250001,1.333
"CW",2,"3A","5,000",250001,500001,1.46
"CW",2,"3A","5,000",500001,2147483647,1.742
"CW",2,"3A","10,000",0,250001,0.86
"CW",2,"3A","10,000",250001,500001,1.172
"CW",2,"3A","10,000",500001,1000001,1.333
"CW",2,"3A","10,000",1000001,5000001,1.554
"CW",2,"3A","10,000",5000001,2147483647,1.733
"CW",2,"3A","25,000",0,500001,0.792
"CW",2,"3A","25,000",500001,1000001,1.113
"CW",2,"3A","25,000",1000001,5000001,1.423
"CW",2,"3A","25,000",5000001,10000001,1.554
"CW",2,"3A","25,000",10000001,2147483647,1.715
"CW",2,"3A","50,000",0,1000001,0.791
"CW",2,"3A","50,000",1000001,3500001,1.218
"CW",2,"3A","50,000",3500001,5500001,1.37
"CW",2,"3A","50,000",5500001,10000001,1.465
"CW",2,"3A","50,000",10000001,2147483647,1.692
"CW",2,"3A","75,000",0,1000001,0.666
"CW",2,"3A","75,000",1000001,3500001,1.113
"CW",2,"3A","75,000",3500001,5500001,1.285
"CW",2,"3A","75,000",5500001,10000001,1.396
"CW",2,"3A","75,000",10000001,2147483647,1.673
"CW",2,"3A","100,000",0,1000001,0.577
"CW",2,"3A","100,000",1000001,3500001,1.034
"CW",2,"3A","100,000",3500001,5500001,1.218
"CW",2,"3A","100,000",5500001,10000001,1.34
"CW",2,"3A","100,000",10000001,2147483647,1.657
"CW",2,"3A","250,000",0,1000001,0.295
"CW",2,"3A","250,000",1000001,3500001,0.759
"CW",2,"3A","250,000",3500001,5500001,0.969
"CW",2,"3A","250,000",5500001,10000001,1.122
"CW",2,"3A","250,000",10000001,2147483647,1.585
"CW",2,"3A","500,000",0,1000001,0.202
"CW",2,"3A","500,000",1000001,3500001,0.545
"CW",2,"3A","500,000",3500001,5500001,0.759
"CW",2,"3A","500,000",5500001,10000001,0.925
"CW",2,"3A","500,000",10000001,2147483647,1.503
"CW",2,"3A","750,000",0,1000001,0.16
"CW",2,"3A","750,000",1000001,3500001,0.42
"CW",2,"3A","750,000",3500001,5500001,0.634
"CW",2,"3A","750,000",5500001,10000001,0.802
"CW",2,"3A","750,000",10000001,2147483647,1.441
"CW",2,"3A","1,000,000",0,1000001,0
"CW",2,"3A","1,000,000",1000001,3500001,0.332
"CW",2,"3A","1,000,000",3500001,5500001,0.545
"CW",2,"3A","1,000,000",5500001,10000001,0.713
"CW",2,"3A","1,000,000",10000001,2147483647,1.39
"CW",2,"3B","500",0,50001,1.243
"CW",2,"3B","500",50001,100001,1.46
"CW",2,"3B","500",100001,250001,1.571
"CW",2,"3B","500",250001,2147483647,1.754
"CW",2,"3B","1,000",0,50001,1.063
"CW",2,"3B","1,000",50001,100001,1.333
"CW",2,"3B","1,000",100001,250001,1.484
"CW",2,"3B","1,000",250001,2147483647,1.752
"CW",2,"3B","2,500",0,100001,1
"CW",2,"3B","2,500",100001,250001,1.319
"CW",2,"3B","2,500",250001,500001,1.46
"CW",2,"3B","2,500",500001,2147483647,1.747
"CW",2,"3B","5,000",0,100001,1.063
"CW",2,"3B","5,000",100001,250001,1.333
"CW",2,"3B","5,000",250001,500001,1.46
"CW",2,"3B","5,000",500001,2147483647,1.742
"CW",2,"3B","10,000",0,250001,0.86
"CW",2,"3B","10,000",250001,500001,1.172
"CW",2,"3B","10,000",500001,1000001,1.333
"CW",2,"3B","10,000",1000001,5000001,1.554
"CW",2,"3B","10,000",5000001,2147483647,1.733
"CW",2,"3B","25,000",0,500001,0.792
"CW",2,"3B","25,000",500001,1000001,1.113
"CW",2,"3B","25,000",1000001,5000001,1.423
"CW",2,"3B","25,000",5000001,10000001,1.554
"CW",2,"3B","25,000",10000001,2147483647,1.715
"CW",2,"3B","50,000",0,1000001,0.791
"CW",2,"3B","50,000",1000001,3500001,1.218
"CW",2,"3B","50,000",3500001,5500001,1.37
"CW",2,"3B","50,000",5500001,10000001,1.465
"CW",2,"3B","50,000",10000001,2147483647,1.692
"CW",2,"3B","75,000",0,1000001,0.666
"CW",2,"3B","75,000",1000001,3500001,1.113
"CW",2,"3B","75,000",3500001,5500001,1.285
"CW",2,"3B","75,000",5500001,10000001,1.396
"CW",2,"3B","75,000",10000001,2147483647,1.673
"CW",2,"3B","100,000",0,1000001,0.577
"CW",2,"3B","100,000",1000001,3500001,1.034
"CW",2,"3B","100,000",3500001,5500001,1.218
"CW",2,"3B","100,000",5500001,10000001,1.34
"CW",2,"3B","100,000",10000001,2147483647,1.657
"CW",2,"3B","250,000",0,1000001,0.295
"CW",2,"3B","250,000",1000001,3500001,0.759
"CW",2,"3B","250,000",3500001,5500001,0.969
"CW",2,"3B","250,000",5500001,10000001,1.122
"CW",2,"3B","250,000",10000001,2147483647,1.585
"CW",2,"3B","500,000",0,1000001,0.202
"CW",2,"3B","500,000",1000001,3500001,0.545
"CW",2,"3B","500,000",3500001,5500001,0.759
"CW",2,"3B","500,000",5500001,10000001,0.925
"CW",2,"3B","500,000",10000001,2147483647,1.503
"CW",2,"3B","750,000",0,1000001,0.16
"CW",2,"3B","750,000",1000001,3500001,0.42
"CW",2,"3B","750,000",3500001,5500001,0.634
"CW",2,"3B","750,000",5500001,10000001,0.802
"CW",2,"3B","750,000",10000001,2147483647,1.441
"CW",2,"3B","1,000,000",0,1000001,0
"CW",2,"3B","1,000,000",1000001,3500001,0.332
"CW",2,"3B","1,000,000",3500001,5500001,0.545
"CW",2,"3B","1,000,000",5500001,10000001,0.713
"CW",2,"3B","1,000,000",10000001,2147483647,1.39
"CW",2,"3C","500",0,50001,1.391
"CW",2,"3C","500",50001,100001,1.551
"CW",2,"3C","500",100001,250001,1.628
"CW",2,"3C","500",250001,2147483647,1.748
"CW",2,"3C","1,000",0,50001,1.246
"CW",2,"3C","1,000",50001,100001,1.459
"CW",2,"3C","1,000",100001,250001,1.568
"CW",2,"3C","1,000",250001,2147483647,1.747
"CW",2,"3C","2,500",0,100001,1.191
"CW",2,"3C","2,500",100001,250001,1.448
"CW",2,"3C","2,500",250001,500001,1.551
"CW",2,"3C","2,500",500001,2147483647,1.744
"CW",2,"3C","5,000",0,100001,1.246
"CW",2,"3C","5,000",100001,250001,1.459
"CW",2,"3C","5,000",250001,500001,1.551
"CW",2,"3C","5,000",500001,2147483647,1.741
"CW",2,"3C","10,000",0,250001,1.065
"CW",2,"3C","10,000",250001,500001,1.335
"CW",2,"3C","10,000",500001,1000001,1.459
"CW",2,"3C","10,000",1000001,5000001,1.616
"CW",2,"3C","10,000",5000001,2147483647,1.735
"CW",2,"3C","25,000",0,500001,1
"CW",2,"3C","25,000",500001,1000001,1.287
"CW",2,"3C","25,000",1000001,5000001,1.525
"CW",2,"3C","25,000",5000001,10000001,1.616
"CW",2,"3C","25,000",10000001,2147483647,1.723
"CW",2,"3C","50,000",0,1000001,0.999
"CW",2,"3C","50,000",1000001,3500001,1.371
"CW",2,"3C","50,000",3500001,5500001,1.486
"CW",2,"3C","50,000",5500001,10000001,1.555
"CW",2,"3C","50,000",10000001,2147483647,1.708
"CW",2,"3C","75,000",0,1000001,0.874
"CW",2,"3C","75,000",1000001,3500001,1.287
"CW",2,"3C","75,000",3500001,5500001,1.423
"CW",2,"3C","75,000",5500001,10000001,1.505
"CW",2,"3C","75,000",10000001,2147483647,1.696
"CW",2,"3C","100,000",0,1000001,0.778
"CW",2,"3C","100,000",1000001,3500001,1.221
"CW",2,"3C","100,000",3500001,5500001,1.371
"CW",2,"3C","100,000",5500001,10000001,1.464
"CW",2,"3C","100,000",10000001,2147483647,1.685
"CW",2,"3C","250,000",0,1000001,0.439
"CW",2,"3C","250,000",1000001,3500001,0.968
"CW",2,"3C","250,000",3500001,5500001,1.164
"CW",2,"3C","250,000",5500001,10000001,1.295
"CW",2,"3C","250,000",10000001,2147483647,1.637
"CW",2,"3C","500,000",0,1000001,0.312
"CW",2,"3C","500,000",1000001,3500001,0.742
"CW",2,"3C","500,000",3500001,5500001,0.968
"CW",2,"3C","500,000",5500001,10000001,1.125
"CW",2,"3C","500,000",10000001,2147483647,1.581
"CW",2,"3C","750,000",0,1000001,0.252
"CW",2,"3C","750,000",1000001,3500001,0.597
"CW",2,"3C","750,000",3500001,5500001,0.839
"CW",2,"3C","750,000",5500001,10000001,1.01
"CW",2,"3C","750,000",10000001,2147483647,1.538
"CW",2,"3C","1,000,000",0,1000001,0
"CW",2,"3C","1,000,000",1000001,3500001,0.487
"CW",2,"3C","1,000,000",3500001,5500001,0.742
"CW",2,"3C","1,000,000",5500001,10000001,0.922
"CW",2,"3C","1,000,000",10000001,2147483647,1.501
"CW",2,"4A","500",0,50001,1.243
"CW",2,"4A","500",50001,100001,1.46
"CW",2,"4A","500",100001,250001,1.571
"CW",2,"4A","500",250001,2147483647,1.754
"CW",2,"4A","1,000",0,50001,1.063
"CW",2,"4A","1,000",50001,100001,1.333
"CW",2,"4A","1,000",100001,250001,1.484
"CW",2,"4A","1,000",250001,2147483647,1.752
"CW",2,"4A","2,500",0,100001,1
"CW",2,"4A","2,500",100001,250001,1.319
"CW",2,"4A","2,500",250001,500001,1.46
"CW",2,"4A","2,500",500001,2147483647,1.747
"CW",2,"4A","5,000",0,100001,1.063
"CW",2,"4A","5,000",100001,250001,1.333
"CW",2,"4A","5,000",250001,500001,1.46
"CW",2,"4A","5,000",500001,2147483647,1.742
"CW",2,"4A","10,000",0,250001,0.86
"CW",2,"4A","10,000",250001,500001,1.172
"CW",2,"4A","10,000",500001,1000001,1.333
"CW",2,"4A","10,000",1000001,5000001,1.554
"CW",2,"4A","10,000",5000001,2147483647,1.733
"CW",2,"4A","25,000",0,500001,0.792
"CW",2,"4A","25,000",500001,1000001,1.113
"CW",2,"4A","25,000",1000001,5000001,1.423
"CW",2,"4A","25,000",5000001,10000001,1.554
"CW",2,"4A","25,000",10000001,2147483647,1.715
"CW",2,"4A","50,000",0,1000001,0.791
"CW",2,"4A","50,000",1000001,3500001,1.218
"CW",2,"4A","50,000",3500001,5500001,1.37
"CW",2,"4A","50,000",5500001,10000001,1.465
"CW",2,"4A","50,000",10000001,2147483647,1.692
"CW",2,"4A","75,000",0,1000001,0.666
"CW",2,"4A","75,000",1000001,3500001,1.113
"CW",2,"4A","75,000",3500001,5500001,1.285
"CW",2,"4A","75,000",5500001,10000001,1.396
"CW",2,"4A","75,000",10000001,2147483647,1.673
"CW",2,"4A","100,000",0,1000001,0.577
"CW",2,"4A","100,000",1000001,3500001,1.034
"CW",2,"4A","100,000",3500001,5500001,1.218
"CW",2,"4A","100,000",5500001,10000001,1.34
"CW",2,"4A","100,000",10000001,2147483647,1.657
"CW",2,"4A","250,000",0,1000001,0.295
"CW",2,"4A","250,000",1000001,3500001,0.759
"CW",2,"4A","250,000",3500001,5500001,0.969
"CW",2,"4A","250,000",5500001,10000001,1.122
"CW",2,"4A","250,000",10000001,2147483647,1.585
"CW",2,"4A","500,000",0,1000001,0.202
"CW",2,"4A","500,000",1000001,3500001,0.545
"CW",2,"4A","500,000",3500001,5500001,0.759
"CW",2,"4A","500,000",5500001,10000001,0.925
"CW",2,"4A","500,000",10000001,2147483647,1.503
"CW",2,"4A","750,000",0,1000001,0.16
"CW",2,"4A","750,000",1000001,3500001,0.42
"CW",2,"4A","750,000",3500001,5500001,0.634
"CW",2,"4A","750,000",5500001,10000001,0.802
"CW",2,"4A","750,000",10000001,2147483647,1.441
"CW",2,"4A","1,000,000",0,1000001,0
"CW",2,"4A","1,000,000",1000001,3500001,0.332
"CW",2,"4A","1,000,000",3500001,5500001,0.545
"CW",2,"4A","1,000,000",5500001,10000001,0.713
"CW",2,"4A","1,000,000",10000001,2147483647,1.39
"CW",2,"4B","500",0,50001,1.425
"CW",2,"4B","500",50001,100001,1.606
"CW",2,"4B","500",100001,250001,1.694
"CW",2,"4B","500",250001,2147483647,1.836
"CW",2,"4B","1,000",0,50001,1.264
"CW",2,"4B","1,000",50001,100001,1.501
"CW",2,"4B","1,000",100001,250001,1.625
"CW",2,"4B","1,000",250001,2147483647,1.834
"CW",2,"4B","2,500",0,100001,1.205
"CW",2,"4B","2,500",100001,250001,1.489
"CW",2,"4B","2,500",250001,500001,1.606
"CW",2,"4B","2,500",500001,2147483647,1.831
"CW",2,"4B","5,000",0,100001,1.264
"CW",2,"4B","5,000",100001,250001,1.501
"CW",2,"4B","5,000",250001,500001,1.606
"CW",2,"4B","5,000",500001,2147483647,1.826
"CW",2,"4B","10,000",0,250001,1.069
"CW",2,"4B","10,000",250001,500001,1.363
"CW",2,"4B","10,000",500001,1000001,1.501
"CW",2,"4B","10,000",1000001,5000001,1.681
"CW",2,"4B","10,000",5000001,2147483647,1.82
"CW",2,"4B","25,000",0,500001,1
"CW",2,"4B","25,000",500001,1000001,1.31
"CW",2,"4B","25,000",1000001,5000001,1.576
"CW",2,"4B","25,000",5000001,10000001,1.681
"CW",2,"4B","25,000",10000001,2147483647,1.805
"CW",2,"4B","50,000",0,1000001,0.999
"CW",2,"4B","50,000",1000001,3500001,1.403
"CW",2,"4B","50,000",3500001,5500001,1.532
"CW",2,"4B","50,000",5500001,10000001,1.61
"CW",2,"4B","50,000",10000001,2147483647,1.788
"CW",2,"4B","75,000",0,1000001,0.867
"CW",2,"4B","75,000",1000001,3500001,1.31
"CW",2,"4B","75,000",3500001,5500001,1.461
"CW",2,"4B","75,000",5500001,10000001,1.554
"CW",2,"4B","75,000",10000001,2147483647,1.773
"CW",2,"4B","100,000",0,1000001,0.769
"CW",2,"4B","100,000",1000001,3500001,1.237
"CW",2,"4B","100,000",3500001,5500001,1.403
"CW",2,"4B","100,000",5500001,10000001,1.507
"CW",2,"4B","100,000",10000001,2147483647,1.761
"CW",2,"4B","250,000",0,1000001,0.426
"CW",2,"4B","250,000",1000001,3500001,0.966
"CW",2,"4B","250,000",3500001,5500001,1.176
"CW",2,"4B","250,000",5500001,10000001,1.318
"CW",2,"4B","250,000",10000001,2147483647,1.705
"CW",2,"4B","500,000",0,1000001,0.301
"CW",2,"4B","500,000",1000001,3500001,0.731
"CW",2,"4B","500,000",3500001,5500001,0.966
"CW",2,"4B","500,000",5500001,10000001,1.133
"CW",2,"4B","500,000",10000001,2147483647,1.64
"CW",2,"4B","750,000",0,1000001,0.242
"CW",2,"4B","750,000",1000001,3500001,0.584
"CW",2,"4B","750,000",3500001,5500001,0.832
"CW",2,"4B","750,000",5500001,10000001,1.01
"CW",2,"4B","750,000",10000001,2147483647,1.59
"CW",2,"4B","1,000,000",0,1000001,0
"CW",2,"4B","1,000,000",1000001,3500001,0.474
"CW",2,"4B","1,000,000",3500001,5500001,0.731
"CW",2,"4B","1,000,000",5500001,10000001,0.918
"CW",2,"4B","1,000,000",10000001,2147483647,1.549
"CW",2,"4C","500",0,50001,1.391
"CW",2,"4C","500",50001,100001,1.551
"CW",2,"4C","500",100001,250001,1.628
"CW",2,"4C","500",250001,2147483647,1.748
"CW",2,"4C","1,000",0,50001,1.246
"CW",2,"4C","1,000",50001,100001,1.459
"CW",2,"4C","1,000",100001,250001,1.568
"CW",2,"4C","1,000",250001,2147483647,1.747
"CW",2,"4C","2,500",0,100001,1.191
"CW",2,"4C","2,500",100001,250001,1.448
"CW",2,"4C","2,500",250001,500001,1.551
"CW",2,"4C","2,500",500001,2147483647,1.744
"CW",2,"4C","5,000",0,100001,1.246
"CW",2,"4C","5,000",100001,250001,1.459
"CW",2,"4C","5,000",250001,500001,1.551
"CW",2,"4C","5,000",500001,2147483647,1.741
"CW",2,"4C","10,000",0,250001,1.065
"CW",2,"4C","10,000",250001,500001,1.335
"CW",2,"4C","10,000",500001,1000001,1.459
"CW",2,"4C","10,000",1000001,5000001,1.616
"CW",2,"4C","10,000",5000001,2147483647,1.735
"CW",2,"4C","25,000",0,500001,1
"CW",2,"4C","25,000",500001,1000001,1.287
"CW",2,"4C","25,000",1000001,5000001,1.525
"CW",2,"4C","25,000",5000001,10000001,1.616
"CW",2,"4C","25,000",10000001,2147483647,1.723
"CW",2,"4C","50,000",0,1000001,0.999
"CW",2,"4C","50,000",1000001,3500001,1.371
"CW",2,"4C","50,000",3500001,5500001,1.486
"CW",2,"4C","50,000",5500001,10000001,1.555
"CW",2,"4C","50,000",10000001,2147483647,1.708
"CW",2,"4C","75,000",0,1000001,0.874
"CW",2,"4C","75,000",1000001,3500001,1.287
"CW",2,"4C","75,000",3500001,5500001,1.423
"CW",2,"4C","75,000",5500001,10000001,1.505
"CW",2,"4C","75,000",10000001,2147483647,1.696
"CW",2,"4C","100,000",0,1000001,0.778
"CW",2,"4C","100,000",1000001,3500001,1.221
"CW",2,"4C","100,000",3500001,5500001,1.371
"CW",2,"4C","100,000",5500001,10000001,1.464
"CW",2,"4C","100,000",10000001,2147483647,1.685
"CW",2,"4C","250,000",0,1000001,0.439
"CW",2,"4C","250,000",1000001,3500001,0.968
"CW",2,"4C","250,000",3500001,5500001,1.164
"CW",2,"4C","250,000",5500001,10000001,1.295
"CW",2,"4C","250,000",10000001,2147483647,1.637
"CW",2,"4C","500,000",0,1000001,0.312
"CW",2,"4C","500,000",1000001,3500001,0.742
"CW",2,"4C","500,000",3500001,5500001,0.968
"CW",2,"4C","500,000",5500001,10000001,1.125
"CW",2,"4C","500,000",10000001,2147483647,1.581
"CW",2,"4C","750,000",0,1000001,0.252
"CW",2,"4C","750,000",1000001,3500001,0.597
"CW",2,"4C","750,000",3500001,5500001,0.839
"CW",2,"4C","750,000",5500001,10000001,1.01
"CW",2,"4C","750,000",10000001,2147483647,1.538
"CW",2,"4C","1,000,000",0,1000001,0
"CW",2,"4C","1,000,000",1000001,3500001,0.487
"CW",2,"4C","1,000,000",3500001,5500001,0.742
"CW",2,"4C","1,000,000",5500001,10000001,0.922
"CW",2,"4C","1,000,000",10000001,2147483647,1.501
"CW",2,"4D","500",0,50001,1.391
"CW",2,"4D","500",50001,100001,1.551
"CW",2,"4D","500",100001,250001,1.628
"CW",2,"4D","500",250001,2147483647,1.748
"CW",2,"4D","1,000",0,50001,1.246
"CW",2,"4D","1,000",50001,100001,1.459
"CW",2,"4D","1,000",100001,250001,1.568
"CW",2,"4D","1,000",250001,2147483647,1.747
"CW",2,"4D","2,500",0,100001,1.191
"CW",2,"4D","2,500",100001,250001,1.448
"CW",2,"4D","2,500",250001,500001,1.551
"CW",2,"4D","2,500",500001,2147483647,1.744
"CW",2,"4D","5,000",0,100001,1.246
"CW",2,"4D","5,000",100001,250001,1.459
"CW",2,"4D","5,000",250001,500001,1.551
"CW",2,"4D","5,000",500001,2147483647,1.741
"CW",2,"4D","10,000",0,250001,1.065
"CW",2,"4D","10,000",250001,500001,1.335
"CW",2,"4D","10,000",500001,1000001,1.459
"CW",2,"4D","10,000",1000001,5000001,1.616
"CW",2,"4D","10,000",5000001,2147483647,1.735
"CW",2,"4D","25,000",0,500001,1
"CW",2,"4D","25,000",500001,1000001,1.287
"CW",2,"4D","25,000",1000001,5000001,1.525
"CW",2,"4D","25,000",5000001,10000001,1.616
"CW",2,"4D","25,000",10000001,2147483647,1.723
"CW",2,"4D","50,000",0,1000001,0.999
"CW",2,"4D","50,000",1000001,3500001,1.371
"CW",2,"4D","50,000",3500001,5500001,1.486
"CW",2,"4D","50,000",5500001,10000001,1.555
"CW",2,"4D","50,000",10000001,2147483647,1.708
"CW",2,"4D","75,000",0,1000001,0.874
"CW",2,"4D","75,000",1000001,3500001,1.287
"CW",2,"4D","75,000",3500001,5500001,1.423
"CW",2,"4D","75,000",5500001,10000001,1.505
"CW",2,"4D","75,000",10000001,2147483647,1.696
"CW",2,"4D","100,000",0,1000001,0.778
"CW",2,"4D","100,000",1000001,3500001,1.221
"CW",2,"4D","100,000",3500001,5500001,1.371
"CW",2,"4D","100,000",5500001,10000001,1.464
"CW",2,"4D","100,000",10000001,2147483647,1.685
"CW",2,"4D","250,000",0,1000001,0.439
"CW",2,"4D","250,000",1000001,3500001,0.968
"CW",2,"4D","250,000",3500001,5500001,1.164
"CW",2,"4D","250,000",5500001,10000001,1.295
"CW",2,"4D","250,000",10000001,2147483647,1.637
"CW",2,"4D","500,000",0,1000001,0.312
"CW",2,"4D","500,000",1000001,3500001,0.742
"CW",2,"4D","500,000",3500001,5500001,0.968
"CW",2,"4D","500,000",5500001,10000001,1.125
"CW",2,"4D","500,000",10000001,2147483647,1.581
"CW",2,"4D","750,000",0,1000001,0.252
"CW",2,"4D","750,000",1000001,3500001,0.597
"CW",2,"4D","750,000",3500001,5500001,0.839
"CW",2,"4D","750,000",5500001,10000001,1.01
"CW",2,"4D","750,000",10000001,2147483647,1.538
"CW",2,"4D","1,000,000",0,1000001,0
"CW",2,"4D","1,000,000",1000001,3500001,0.487
"CW",2,"4D","1,000,000",3500001,5500001,0.742
"CW",2,"4D","1,000,000",5500001,10000001,0.922
"CW",2,"4D","1,000,000",10000001,2147483647,1.501
"CW",2,"5A","500",0,50001,1.425
"CW",2,"5A","500",50001,100001,1.606
"CW",2,"5A","500",100001,250001,1.694
"CW",2,"5A","500",250001,2147483647,1.836
"CW",2,"5A","1,000",0,50001,1.264
"CW",2,"5A","1,000",50001,100001,1.501
"CW",2,"5A","1,000",100001,250001,1.625
"CW",2,"5A","1,000",250001,2147483647,1.834
"CW",2,"5A","2,500",0,100001,1.205
"CW",2,"5A","2,500",100001,250001,1.489
"CW",2,"5A","2,500",250001,500001,1.606
"CW",2,"5A","2,500",500001,2147483647,1.831
"CW",2,"5A","5,000",0,100001,1.264
"CW",2,"5A","5,000",100001,250001,1.501
"CW",2,"5A","5,000",250001,500001,1.606
"CW",2,"5A","5,000",500001,2147483647,1.826
"CW",2,"5A","10,000",0,250001,1.069
"CW",2,"5A","10,000",250001,500001,1.363
"CW",2,"5A","10,000",500001,1000001,1.501
"CW",2,"5A","10,000",1000001,5000001,1.681
"CW",2,"5A","10,000",5000001,2147483647,1.82
"CW",2,"5A","25,000",0,500001,1
"CW",2,"5A","25,000",500001,1000001,1.31
"CW",2,"5A","25,000",1000001,5000001,1.576
"CW",2,"5A","25,000",5000001,10000001,1.681
"CW",2,"5A","25,000",10000001,2147483647,1.805
"CW",2,"5A","50,000",0,1000001,0.999
"CW",2,"5A","50,000",1000001,3500001,1.403
"CW",2,"5A","50,000",3500001,5500001,1.532
"CW",2,"5A","50,000",5500001,10000001,1.61
"CW",2,"5A","50,000",10000001,2147483647,1.788
"CW",2,"5A","75,000",0,1000001,0.867
"CW",2,"5A","75,000",1000001,3500001,1.31
"CW",2,"5A","75,000",3500001,5500001,1.461
"CW",2,"5A","75,000",5500001,10000001,1.554
"CW",2,"5A","75,000",10000001,2147483647,1.773
"CW",2,"5A","100,000",0,1000001,0.769
"CW",2,"5A","100,000",1000001,3500001,1.237
"CW",2,"5A","100,000",3500001,5500001,1.403
"CW",2,"5A","100,000",5500001,10000001,1.507
"CW",2,"5A","100,000",10000001,2147483647,1.761
"CW",2,"5A","250,000",0,1000001,0.426
"CW",2,"5A","250,000",1000001,3500001,0.966
"CW",2,"5A","250,000",3500001,5500001,1.176
"CW",2,"5A","250,000",5500001,10000001,1.318
"CW",2,"5A","250,000",10000001,2147483647,1.705
"CW",2,"5A","500,000",0,1000001,0.301
"CW",2,"5A","500,000",1000001,3500001,0.731
"CW",2,"5A","500,000",3500001,5500001,0.966
"CW",2,"5A","500,000",5500001,10000001,1.133
"CW",2,"5A","500,000",10000001,2147483647,1.64
"CW",2,"5A","750,000",0,1000001,0.242
"CW",2,"5A","750,000",1000001,3500001,0.584
"CW",2,"5A","750,000",3500001,5500001,0.832
