"StateCode","EQDeductibleTier","EQClass","EQDeductible","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor"
"CW",3,"3B","750,000",5500001,10000001,0.763
"CW",3,"3B","750,000",10000001,2147483647,0.854
"CW",3,"3B","1,000,000",0,1000001,0
"CW",3,"3B","1,000,000",1000001,3500001,0.273
"CW",3,"3B","1,000,000",3500001,5500001,0.482
"CW",3,"3B","1,000,000",5500001,10000001,0.663
"CW",3,"3B","1,000,000",10000001,2147483647,0.752
"CW",3,"3C","500",0,50001,1.518
"CW",3,"3C","500",50001,100001,1.736
"CW",3,"3C","500",100001,250001,1.837
"CW",3,"3C","500",250001,2147483647,1.981
"CW",3,"3C","1,000",0,50001,1.321
"CW",3,"3C","1,000",50001,100001,1.611
"CW",3,"3C","1,000",100001,250001,1.758
"CW",3,"3C","1,000",250001,2147483647,1.98
"CW",3,"3C","2,500",0,100001,1.249
"CW",3,"3C","2,500",100001,250001,1.597
"CW",3,"3C","2,500",250001,500001,1.736
"CW",3,"3C","2,500",500001,2147483647,1.977
"CW",3,"3C","5,000",0,100001,1.321
"CW",3,"3C","5,000",100001,250001,1.611
"CW",3,"3C","5,000",250001,500001,1.736
"CW",3,"3C","5,000",500001,2147483647,1.974
"CW",3,"3C","10,000",0,250001,1.083
"CW",3,"3C","10,000",250001,500001,1.442
"CW",3,"3C","10,000",500001,1000001,1.611
"CW",3,"3C","10,000",1000001,5000001,1.822
"CW",3,"3C","10,000",5000001,2147483647,1.968
"CW",3,"3C","25,000",0,500001,1
"CW",3,"3C","25,000",500001,1000001,1.378
"CW",3,"3C","25,000",1000001,5000001,1.7
"CW",3,"3C","25,000",5000001,10000001,1.822
"CW",3,"3C","25,000",10000001,2147483647,1.954
"CW",3,"3C","50,000",0,1000001,0.999
"CW",3,"3C","50,000",1000001,3500001,1.491
"CW",3,"3C","50,000",3500001,5500001,1.648
"CW",3,"3C","50,000",5500001,10000001,1.741
"CW",3,"3C","50,000",10000001,2147483647,1.937
"CW",3,"3C","75,000",0,1000001,0.843
"CW",3,"3C","75,000",1000001,3500001,1.378
"CW",3,"3C","75,000",3500001,5500001,1.562
"CW",3,"3C","75,000",5500001,10000001,1.674
"CW",3,"3C","75,000",10000001,2147483647,1.923
"CW",3,"3C","100,000",0,1000001,0.73
"CW",3,"3C","100,000",1000001,3500001,1.288
"CW",3,"3C","100,000",3500001,5500001,1.491
"CW",3,"3C","100,000",5500001,10000001,1.618
"CW",3,"3C","100,000",10000001,2147483647,1.668
"CW",3,"3C","250,000",0,1000001,0.363
"CW",3,"3C","250,000",1000001,3500001,0.96
"CW",3,"3C","250,000",3500001,5500001,1.213
"CW",3,"3C","250,000",5500001,10000001,1.387
"CW",3,"3C","250,000",10000001,2147483647,1.46
"CW",3,"3C","500,000",0,1000001,0.242
"CW",3,"3C","500,000",1000001,3500001,0.688
"CW",3,"3C","500,000",3500001,5500001,0.96
"CW",3,"3C","500,000",5500001,10000001,1.161
"CW",3,"3C","500,000",10000001,2147483647,1.249
"CW",3,"3C","750,000",0,1000001,0.189
"CW",3,"3C","750,000",1000001,3500001,0.526
"CW",3,"3C","750,000",3500001,5500001,0.802
"CW",3,"3C","750,000",5500001,10000001,1.012
"CW",3,"3C","750,000",10000001,2147483647,1.107
"CW",3,"3C","1,000,000",0,1000001,0
"CW",3,"3C","1,000,000",1000001,3500001,0.411
"CW",3,"3C","1,000,000",3500001,5500001,0.688
"CW",3,"3C","1,000,000",5500001,10000001,0.902
"CW",3,"3C","1,000,000",10000001,2147483647,1
"CW",3,"4A","500",0,50001,1.311
"CW",3,"4A","500",50001,100001,1.604
"CW",3,"4A","500",100001,250001,1.757
"CW",3,"4A","500",250001,2147483647,1.997
"CW",3,"4A","1,000",0,50001,1.079
"CW",3,"4A","1,000",50001,100001,1.431
"CW",3,"4A","1,000",100001,250001,1.636
"CW",3,"4A","1,000",250001,2147483647,1.995
"CW",3,"4A","2,500",0,100001,1
"CW",3,"4A","2,500",100001,250001,1.412
"CW",3,"4A","2,500",250001,500001,1.604
"CW",3,"4A","2,500",500001,2147483647,1.99
"CW",3,"4A","5,000",0,100001,1.079
"CW",3,"4A","5,000",100001,250001,1.431
"CW",3,"4A","5,000",250001,500001,1.604
"CW",3,"4A","5,000",500001,2147483647,1.983
"CW",3,"4A","10,000",0,250001,0.831
"CW",3,"4A","10,000",250001,500001,1.218
"CW",3,"4A","10,000",500001,1000001,1.431
"CW",3,"4A","10,000",1000001,5000001,1.733
"CW",3,"4A","10,000",5000001,2147483647,1.973
"CW",3,"4A","25,000",0,500001,0.752
"CW",3,"4A","25,000",500001,1000001,1.142
"CW",3,"4A","25,000",1000001,5000001,1.553
"CW",3,"4A","25,000",5000001,10000001,1.733
"CW",3,"4A","25,000",10000001,2147483647,1.949
"CW",3,"4A","50,000",0,1000001,0.751
"CW",3,"4A","50,000",1000001,3500001,1.277
"CW",3,"4A","50,000",3500001,5500001,1.481
"CW",3,"4A","50,000",5500001,10000001,1.611
"CW",3,"4A","50,000",10000001,2147483647,1.919
"CW",3,"4A","75,000",0,1000001,0.611
"CW",3,"4A","75,000",1000001,3500001,1.142
"CW",3,"4A","75,000",3500001,5500001,1.367
"CW",3,"4A","75,000",5500001,10000001,1.516
"CW",3,"4A","75,000",10000001,2147483647,1.895
"CW",3,"4A","100,000",0,1000001,0.516
"CW",3,"4A","100,000",1000001,3500001,1.042
"CW",3,"4A","100,000",3500001,5500001,1.277
"CW",3,"4A","100,000",5500001,10000001,1.44
"CW",3,"4A","100,000",10000001,2147483647,1.508
"CW",3,"4A","250,000",0,1000001,0.239
"CW",3,"4A","250,000",1000001,3500001,0.715
"CW",3,"4A","250,000",3500001,5500001,0.962
"CW",3,"4A","250,000",5500001,10000001,1.154
"CW",3,"4A","250,000",10000001,2147483647,1.239
"CW",3,"4A","500,000",0,1000001,0.156
"CW",3,"4A","500,000",1000001,3500001,0.482
"CW",3,"4A","500,000",3500001,5500001,0.715
"CW",3,"4A","500,000",5500001,10000001,0.909
"CW",3,"4A","500,000",10000001,2147483647,1
"CW",3,"4A","750,000",0,1000001,0.121
"CW",3,"4A","750,000",1000001,3500001,0.357
"CW",3,"4A","750,000",3500001,5500001,0.576
"CW",3,"4A","750,000",5500001,10000001,0.763
"CW",3,"4A","750,000",10000001,2147483647,0.854
"CW",3,"4A","1,000,000",0,1000001,0
"CW",3,"4A","1,000,000",1000001,3500001,0.273
"CW",3,"4A","1,000,000",3500001,5500001,0.482
"CW",3,"4A","1,000,000",5500001,10000001,0.663
"CW",3,"4A","1,000,000",10000001,2147483647,0.752
"CW",3,"4B","500",0,50001,1.555
"CW",3,"4B","500",50001,100001,1.799
"CW",3,"4B","500",100001,250001,1.916
"CW",3,"4B","500",250001,2147483647,2.087
"CW",3,"4B","1,000",0,50001,1.34
"CW",3,"4B","1,000",50001,100001,1.659
"CW",3,"4B","1,000",100001,250001,1.825
"CW",3,"4B","1,000",250001,2147483647,2.086
"CW",3,"4B","2,500",0,100001,1.262
"CW",3,"4B","2,500",100001,250001,1.642
"CW",3,"4B","2,500",250001,500001,1.799
"CW",3,"4B","2,500",500001,2147483647,2.082
"CW",3,"4B","5,000",0,100001,1.34
"CW",3,"4B","5,000",100001,250001,1.659
"CW",3,"4B","5,000",250001,500001,1.799
"CW",3,"4B","5,000",500001,2147483647,2.078
"CW",3,"4B","10,000",0,250001,1.087
"CW",3,"4B","10,000",250001,500001,1.471
"CW",3,"4B","10,000",500001,1000001,1.659
"CW",3,"4B","10,000",1000001,5000001,1.899
"CW",3,"4B","10,000",5000001,2147483647,2.071
"CW",3,"4B","25,000",0,500001,1
"CW",3,"4B","25,000",500001,1000001,1.401
"CW",3,"4B","25,000",1000001,5000001,1.759
"CW",3,"4B","25,000",5000001,10000001,1.899
"CW",3,"4B","25,000",10000001,2147483647,2.055
"CW",3,"4B","50,000",0,1000001,0.999
"CW",3,"4B","50,000",1000001,3500001,1.525
"CW",3,"4B","50,000",3500001,5500001,1.7
"CW",3,"4B","50,000",5500001,10000001,1.805
"CW",3,"4B","50,000",10000001,2147483647,2.034
"CW",3,"4B","75,000",0,1000001,0.838
"CW",3,"4B","75,000",1000001,3500001,1.401
"CW",3,"4B","75,000",3500001,5500001,1.603
"CW",3,"4B","75,000",5500001,10000001,1.729
"CW",3,"4B","75,000",10000001,2147483647,2.017
"CW",3,"4B","100,000",0,1000001,0.723
"CW",3,"4B","100,000",1000001,3500001,1.304
"CW",3,"4B","100,000",3500001,5500001,1.525
"CW",3,"4B","100,000",5500001,10000001,1.666
"CW",3,"4B","100,000",10000001,2147483647,1.722
"CW",3,"4B","250,000",0,1000001,0.357
"CW",3,"4B","250,000",1000001,3500001,0.958
"CW",3,"4B","250,000",3500001,5500001,1.224
"CW",3,"4B","250,000",5500001,10000001,1.412
"CW",3,"4B","250,000",10000001,2147483647,1.491
"CW",3,"4B","500,000",0,1000001,0.238
"CW",3,"4B","500,000",1000001,3500001,0.68
"CW",3,"4B","500,000",3500001,5500001,0.958
"CW",3,"4B","500,000",5500001,10000001,1.169
"CW",3,"4B","500,000",10000001,2147483647,1.262
"CW",3,"4B","750,000",0,1000001,0.186
"CW",3,"4B","750,000",1000001,3500001,0.518
"CW",3,"4B","750,000",3500001,5500001,0.796
"CW",3,"4B","750,000",5500001,10000001,1.013
"CW",3,"4B","750,000",10000001,2147483647,1.112
"CW",3,"4B","1,000,000",0,1000001,0
"CW",3,"4B","1,000,000",1000001,3500001,0.404
"CW",3,"4B","1,000,000",3500001,5500001,0.68
"CW",3,"4B","1,000,000",5500001,10000001,0.899
"CW",3,"4B","1,000,000",10000001,2147483647,1
"CW",3,"4C","500",0,50001,1.518
"CW",3,"4C","500",50001,100001,1.736
"CW",3,"4C","500",100001,250001,1.837
"CW",3,"4C","500",250001,2147483647,1.981
"CW",3,"4C","1,000",0,50001,1.321
"CW",3,"4C","1,000",50001,100001,1.611
"CW",3,"4C","1,000",100001,250001,1.758
"CW",3,"4C","1,000",250001,2147483647,1.98
"CW",3,"4C","2,500",0,100001,1.249
"CW",3,"4C","2,500",100001,250001,1.597
"CW",3,"4C","2,500",250001,500001,1.736
"CW",3,"4C","2,500",500001,2147483647,1.977
"CW",3,"4C","5,000",0,100001,1.321
"CW",3,"4C","5,000",100001,250001,1.611
"CW",3,"4C","5,000",250001,500001,1.736
"CW",3,"4C","5,000",500001,2147483647,1.974
"CW",3,"4C","10,000",0,250001,1.083
"CW",3,"4C","10,000",250001,500001,1.442
"CW",3,"4C","10,000",500001,1000001,1.611
"CW",3,"4C","10,000",1000001,5000001,1.822
"CW",3,"4C","10,000",5000001,2147483647,1.968
"CW",3,"4C","25,000",0,500001,1
"CW",3,"4C","25,000",500001,1000001,1.378
"CW",3,"4C","25,000",1000001,5000001,1.7
"CW",3,"4C","25,000",5000001,10000001,1.822
"CW",3,"4C","25,000",10000001,2147483647,1.954
"CW",3,"4C","50,000",0,1000001,0.999
"CW",3,"4C","50,000",1000001,3500001,1.491
"CW",3,"4C","50,000",3500001,5500001,1.648
"CW",3,"4C","50,000",5500001,10000001,1.741
"CW",3,"4C","50,000",10000001,2147483647,1.937
"CW",3,"4C","75,000",0,1000001,0.843
"CW",3,"4C","75,000",1000001,3500001,1.378
"CW",3,"4C","75,000",3500001,5500001,1.562
"CW",3,"4C","75,000",5500001,10000001,1.674
"CW",3,"4C","75,000",10000001,2147483647,1.923
"CW",3,"4C","100,000",0,1000001,0.73
"CW",3,"4C","100,000",1000001,3500001,1.288
"CW",3,"4C","100,000",3500001,5500001,1.491
"CW",3,"4C","100,000",5500001,10000001,1.618
"CW",3,"4C","100,000",10000001,2147483647,1.668
"CW",3,"4C","250,000",0,1000001,0.363
"CW",3,"4C","250,000",1000001,3500001,0.96
"CW",3,"4C","250,000",3500001,5500001,1.213
"CW",3,"4C","250,000",5500001,10000001,1.387
"CW",3,"4C","250,000",10000001,2147483647,1.46
"CW",3,"4C","500,000",0,1000001,0.242
"CW",3,"4C","500,000",1000001,3500001,0.688
"CW",3,"4C","500,000",3500001,5500001,0.96
"CW",3,"4C","500,000",5500001,10000001,1.161
"CW",3,"4C","500,000",10000001,2147483647,1.249
"CW",3,"4C","750,000",0,1000001,0.189
"CW",3,"4C","750,000",1000001,3500001,0.526
"CW",3,"4C","750,000",3500001,5500001,0.802
"CW",3,"4C","750,000",5500001,10000001,1.012
"CW",3,"4C","750,000",10000001,2147483647,1.107
"CW",3,"4C","1,000,000",0,1000001,0
"CW",3,"4C","1,000,000",1000001,3500001,0.411
"CW",3,"4C","1,000,000",3500001,5500001,0.688
"CW",3,"4C","1,000,000",5500001,10000001,0.902
"CW",3,"4C","1,000,000",10000001,2147483647,1
"CW",3,"4D","500",0,50001,1.518
"CW",3,"4D","500",50001,100001,1.736
"CW",3,"4D","500",100001,250001,1.837
"CW",3,"4D","500",250001,2147483647,1.981
"CW",3,"4D","1,000",0,50001,1.321
"CW",3,"4D","1,000",50001,100001,1.611
"CW",3,"4D","1,000",100001,250001,1.758
"CW",3,"4D","1,000",250001,2147483647,1.98
"CW",3,"4D","2,500",0,100001,1.249
"CW",3,"4D","2,500",100001,250001,1.597
"CW",3,"4D","2,500",250001,500001,1.736
"CW",3,"4D","2,500",500001,2147483647,1.977
"CW",3,"4D","5,000",0,100001,1.321
"CW",3,"4D","5,000",100001,250001,1.611
"CW",3,"4D","5,000",250001,500001,1.736
"CW",3,"4D","5,000",500001,2147483647,1.974
"CW",3,"4D","10,000",0,250001,1.083
"CW",3,"4D","10,000",250001,500001,1.442
"CW",3,"4D","10,000",500001,1000001,1.611
"CW",3,"4D","10,000",1000001,5000001,1.822
"CW",3,"4D","10,000",5000001,2147483647,1.968
"CW",3,"4D","25,000",0,500001,1
"CW",3,"4D","25,000",500001,1000001,1.378
"CW",3,"4D","25,000",1000001,5000001,1.7
"CW",3,"4D","25,000",5000001,10000001,1.822
"CW",3,"4D","25,000",10000001,2147483647,1.954
"CW",3,"4D","50,000",0,1000001,0.999
"CW",3,"4D","50,000",1000001,3500001,1.491
"CW",3,"4D","50,000",3500001,5500001,1.648
"CW",3,"4D","50,000",5500001,10000001,1.741
"CW",3,"4D","50,000",10000001,2147483647,1.937
"CW",3,"4D","75,000",0,1000001,0.843
"CW",3,"4D","75,000",1000001,3500001,1.378
"CW",3,"4D","75,000",3500001,5500001,1.562
"CW",3,"4D","75,000",5500001,10000001,1.674
"CW",3,"4D","75,000",10000001,2147483647,1.923
"CW",3,"4D","100,000",0,1000001,0.73
"CW",3,"4D","100,000",1000001,3500001,1.288
"CW",3,"4D","100,000",3500001,5500001,1.491
"CW",3,"4D","100,000",5500001,10000001,1.618
"CW",3,"4D","100,000",10000001,2147483647,1.668
"CW",3,"4D","250,000",0,1000001,0.363
"CW",3,"4D","250,000",1000001,3500001,0.96
"CW",3,"4D","250,000",3500001,5500001,1.213
"CW",3,"4D","250,000",5500001,10000001,1.387
"CW",3,"4D","250,000",10000001,2147483647,1.46
"CW",3,"4D","500,000",0,1000001,0.242
"CW",3,"4D","500,000",1000001,3500001,0.688
"CW",3,"4D","500,000",3500001,5500001,0.96
"CW",3,"4D","500,000",5500001,10000001,1.161
"CW",3,"4D","500,000",10000001,2147483647,1.249
"CW",3,"4D","750,000",0,1000001,0.189
"CW",3,"4D","750,000",1000001,3500001,0.526
"CW",3,"4D","750,000",3500001,5500001,0.802
"CW",3,"4D","750,000",5500001,10000001,1.012
"CW",3,"4D","750,000",10000001,2147483647,1.107
"CW",3,"4D","1,000,000",0,1000001,0
"CW",3,"4D","1,000,000",1000001,3500001,0.411
"CW",3,"4D","1,000,000",3500001,5500001,0.688
"CW",3,"4D","1,000,000",5500001,10000001,0.902
"CW",3,"4D","1,000,000",10000001,2147483647,1
"CW",3,"5A","500",0,50001,1.555
"CW",3,"5A","500",50001,100001,1.799
"CW",3,"5A","500",100001,250001,1.916
"CW",3,"5A","500",250001,2147483647,2.087
"CW",3,"5A","1,000",0,50001,1.34
"CW",3,"5A","1,000",50001,100001,1.659
"CW",3,"5A","1,000",100001,250001,1.825
"CW",3,"5A","1,000",250001,2147483647,2.086
"CW",3,"5A","2,500",0,100001,1.262
"CW",3,"5A","2,500",100001,250001,1.642
"CW",3,"5A","2,500",250001,500001,1.799
"CW",3,"5A","2,500",500001,2147483647,2.082
"CW",3,"5A","5,000",0,100001,1.34
"CW",3,"5A","5,000",100001,250001,1.659
"CW",3,"5A","5,000",250001,500001,1.799
"CW",3,"5A","5,000",500001,2147483647,2.078
"CW",3,"5A","10,000",0,250001,1.087
"CW",3,"5A","10,000",250001,500001,1.471
"CW",3,"5A","10,000",500001,1000001,1.659
"CW",3,"5A","10,000",1000001,5000001,1.899
"CW",3,"5A","10,000",5000001,2147483647,2.071
"CW",3,"5A","25,000",0,500001,1
"CW",3,"5A","25,000",500001,1000001,1.401
"CW",3,"5A","25,000",1000001,5000001,1.759
"CW",3,"5A","25,000",5000001,10000001,1.899
"CW",3,"5A","25,000",10000001,2147483647,2.055
"CW",3,"5A","50,000",0,1000001,0.999
"CW",3,"5A","50,000",1000001,3500001,1.525
"CW",3,"5A","50,000",3500001,5500001,1.7
"CW",3,"5A","50,000",5500001,10000001,1.805
"CW",3,"5A","50,000",10000001,2147483647,2.034
"CW",3,"5A","75,000",0,1000001,0.838
"CW",3,"5A","75,000",1000001,3500001,1.401
"CW",3,"5A","75,000",3500001,5500001,1.603
"CW",3,"5A","75,000",5500001,10000001,1.729
"CW",3,"5A","75,000",10000001,2147483647,2.017
"CW",3,"5A","100,000",0,1000001,0.723
"CW",3,"5A","100,000",1000001,3500001,1.304
"CW",3,"5A","100,000",3500001,5500001,1.525
"CW",3,"5A","100,000",5500001,10000001,1.666
"CW",3,"5A","100,000",10000001,2147483647,1.722
"CW",3,"5A","250,000",0,1000001,0.357
"CW",3,"5A","250,000",1000001,3500001,0.958
"CW",3,"5A","250,000",3500001,5500001,1.224
"CW",3,"5A","250,000",5500001,10000001,1.412
"CW",3,"5A","250,000",10000001,2147483647,1.491
"CW",3,"5A","500,000",0,1000001,0.238
"CW",3,"5A","500,000",1000001,3500001,0.68
"CW",3,"5A","500,000",3500001,5500001,0.958
"CW",3,"5A","500,000",5500001,10000001,1.169
"CW",3,"5A","500,000",10000001,2147483647,1.262
"CW",3,"5A","750,000",0,1000001,0.186
"CW",3,"5A","750,000",1000001,3500001,0.518
"CW",3,"5A","750,000",3500001,5500001,0.796
"CW",3,"5A","750,000",5500001,10000001,1.013
"CW",3,"5A","750,000",10000001,2147483647,1.112
"CW",3,"5A","1,000,000",0,1000001,0
"CW",3,"5A","1,000,000",1000001,3500001,0.404
"CW",3,"5A","1,000,000",3500001,5500001,0.68
"CW",3,"5A","1,000,000",5500001,10000001,0.899
"CW",3,"5A","1,000,000",10000001,2147483647,1
"CW",3,"5AA","500",0,50001,1.518
"CW",3,"5AA","500",50001,100001,1.736
"CW",3,"5AA","500",100001,250001,1.837
"CW",3,"5AA","500",250001,2147483647,1.981
"CW",3,"5AA","1,000",0,50001,1.321
"CW",3,"5AA","1,000",50001,100001,1.611
"CW",3,"5AA","1,000",100001,250001,1.758
"CW",3,"5AA","1,000",250001,2147483647,1.98
"CW",3,"5AA","2,500",0,100001,1.249
"CW",3,"5AA","2,500",100001,250001,1.597
"CW",3,"5AA","2,500",250001,500001,1.736
"CW",3,"5AA","2,500",500001,2147483647,1.977
"CW",3,"5AA","5,000",0,100001,1.321
"CW",3,"5AA","5,000",100001,250001,1.611
"CW",3,"5AA","5,000",250001,500001,1.736
"CW",3,"5AA","5,000",500001,2147483647,1.974
"CW",3,"5AA","10,000",0,250001,1.083
"CW",3,"5AA","10,000",250001,500001,1.442
"CW",3,"5AA","10,000",500001,1000001,1.611
"CW",3,"5AA","10,000",1000001,5000001,1.822
"CW",3,"5AA","10,000",5000001,2147483647,1.968
"CW",3,"5AA","25,000",0,500001,1
"CW",3,"5AA","25,000",500001,1000001,1.378
"CW",3,"5AA","25,000",1000001,5000001,1.7
"CW",3,"5AA","25,000",5000001,10000001,1.822
"CW",3,"5AA","25,000",10000001,2147483647,1.954
"CW",3,"5AA","50,000",0,1000001,0.999
"CW",3,"5AA","50,000",1000001,3500001,1.491
"CW",3,"5AA","50,000",3500001,5500001,1.648
"CW",3,"5AA","50,000",5500001,10000001,1.741
"CW",3,"5AA","50,000",10000001,2147483647,1.937
"CW",3,"5AA","75,000",0,1000001,0.843
"CW",3,"5AA","75,000",1000001,3500001,1.378
"CW",3,"5AA","75,000",3500001,5500001,1.562
"CW",3,"5AA","75,000",5500001,10000001,1.674
"CW",3,"5AA","75,000",10000001,2147483647,1.923
"CW",3,"5AA","100,000",0,1000001,0.73
"CW",3,"5AA","100,000",1000001,3500001,1.288
"CW",3,"5AA","100,000",3500001,5500001,1.491
"CW",3,"5AA","100,000",5500001,10000001,1.618
"CW",3,"5AA","100,000",10000001,2147483647,1.668
"CW",3,"5AA","250,000",0,1000001,0.363
"CW",3,"5AA","250,000",1000001,3500001,0.96
"CW",3,"5AA","250,000",3500001,5500001,1.213
"CW",3,"5AA","250,000",5500001,10000001,1.387
"CW",3,"5AA","250,000",10000001,2147483647,1.46
"CW",3,"5AA","500,000",0,1000001,0.242
"CW",3,"5AA","500,000",1000001,3500001,0.688
"CW",3,"5AA","500,000",3500001,5500001,0.96
"CW",3,"5AA","500,000",5500001,10000001,1.161
"CW",3,"5AA","500,000",10000001,2147483647,1.249
"CW",3,"5AA","750,000",0,1000001,0.189
"CW",3,"5AA","750,000",1000001,3500001,0.526
"CW",3,"5AA","750,000",3500001,5500001,0.802
"CW",3,"5AA","750,000",5500001,10000001,1.012
"CW",3,"5AA","750,000",10000001,2147483647,1.107
"CW",3,"5AA","1,000,000",0,1000001,0
"CW",3,"5AA","1,000,000",1000001,3500001,0.411
"CW",3,"5AA","1,000,000",3500001,5500001,0.688
"CW",3,"5AA","1,000,000",5500001,10000001,0.902
"CW",3,"5AA","1,000,000",10000001,2147483647,1
"CW",3,"5B","500",0,50001,1.518
"CW",3,"5B","500",50001,100001,1.736
"CW",3,"5B","500",100001,250001,1.837
"CW",3,"5B","500",250001,2147483647,1.981
"CW",3,"5B","1,000",0,50001,1.321
"CW",3,"5B","1,000",50001,100001,1.611
"CW",3,"5B","1,000",100001,250001,1.758
"CW",3,"5B","1,000",250001,2147483647,1.98
"CW",3,"5B","2,500",0,100001,1.249
"CW",3,"5B","2,500",100001,250001,1.597
"CW",3,"5B","2,500",250001,500001,1.736
"CW",3,"5B","2,500",500001,2147483647,1.977
"CW",3,"5B","5,000",0,100001,1.321
"CW",3,"5B","5,000",100001,250001,1.611
"CW",3,"5B","5,000",250001,500001,1.736
"CW",3,"5B","5,000",500001,2147483647,1.974
"CW",3,"5B","10,000",0,250001,1.083
"CW",3,"5B","10,000",250001,500001,1.442
"CW",3,"5B","10,000",500001,1000001,1.611
"CW",3,"5B","10,000",1000001,5000001,1.822
"CW",3,"5B","10,000",5000001,2147483647,1.968
"CW",3,"5B","25,000",0,500001,1
"CW",3,"5B","25,000",500001,1000001,1.378
"CW",3,"5B","25,000",1000001,5000001,1.7
"CW",3,"5B","25,000",5000001,10000001,1.822
"CW",3,"5B","25,000",10000001,2147483647,1.954
"CW",3,"5B","50,000",0,1000001,0.999
"CW",3,"5B","50,000",1000001,3500001,1.491
"CW",3,"5B","50,000",3500001,5500001,1.648
"CW",3,"5B","50,000",5500001,10000001,1.741
"CW",3,"5B","50,000",10000001,2147483647,1.937
"CW",3,"5B","75,000",0,1000001,0.843
"CW",3,"5B","75,000",1000001,3500001,1.378
"CW",3,"5B","75,000",3500001,5500001,1.562
"CW",3,"5B","75,000",5500001,10000001,1.674
"CW",3,"5B","75,000",10000001,2147483647,1.923
"CW",3,"5B","100,000",0,1000001,0.73
"CW",3,"5B","100,000",1000001,3500001,1.288
"CW",3,"5B","100,000",3500001,5500001,1.491
"CW",3,"5B","100,000",5500001,10000001,1.618
"CW",3,"5B","100,000",10000001,2147483647,1.668
"CW",3,"5B","250,000",0,1000001,0.363
"CW",3,"5B","250,000",1000001,3500001,0.96
"CW",3,"5B","250,000",3500001,5500001,1.213
"CW",3,"5B","250,000",5500001,10000001,1.387
"CW",3,"5B","250,000",10000001,2147483647,1.46
"CW",3,"5B","500,000",0,1000001,0.242
"CW",3,"5B","500,000",1000001,3500001,0.688
"CW",3,"5B","500,000",3500001,5500001,0.96
"CW",3,"5B","500,000",5500001,10000001,1.161
"CW",3,"5B","500,000",10000001,2147483647,1.249
"CW",3,"5B","750,000",0,1000001,0.189
"CW",3,"5B","750,000",1000001,3500001,0.526
"CW",3,"5B","750,000",3500001,5500001,0.802
"CW",3,"5B","750,000",5500001,10000001,1.012
"CW",3,"5B","750,000",10000001,2147483647,1.107
"CW",3,"5B","1,000,000",0,1000001,0
"CW",3,"5B","1,000,000",1000001,3500001,0.411
"CW",3,"5B","1,000,000",3500001,5500001,0.688
"CW",3,"5B","1,000,000",5500001,10000001,0.902
"CW",3,"5B","1,000,000",10000001,2147483647,1
"CW",3,"5C","500",0,50001,1.518
"CW",3,"5C","500",50001,100001,1.736
"CW",3,"5C","500",100001,250001,1.837
"CW",3,"5C","500",250001,2147483647,1.981
"CW",3,"5C","1,000",0,50001,1.321
"CW",3,"5C","1,000",50001,100001,1.611
"CW",3,"5C","1,000",100001,250001,1.758
"CW",3,"5C","1,000",250001,2147483647,1.98
"CW",3,"5C","2,500",0,100001,1.249
"CW",3,"5C","2,500",100001,250001,1.597
"CW",3,"5C","2,500",250001,500001,1.736
"CW",3,"5C","2,500",500001,2147483647,1.977
"CW",3,"5C","5,000",0,100001,1.321
"CW",3,"5C","5,000",100001,250001,1.611
"CW",3,"5C","5,000",250001,500001,1.736
"CW",3,"5C","5,000",500001,2147483647,1.974
"CW",3,"5C","10,000",0,250001,1.083
"CW",3,"5C","10,000",250001,500001,1.442
"CW",3,"5C","10,000",500001,1000001,1.611
"CW",3,"5C","10,000",1000001,5000001,1.822
"CW",3,"5C","10,000",5000001,2147483647,1.968
"CW",3,"5C","25,000",0,500001,1
"CW",3,"5C","25,000",500001,1000001,1.378
"CW",3,"5C","25,000",1000001,5000001,1.7
"CW",3,"5C","25,000",5000001,10000001,1.822
"CW",3,"5C","25,000",10000001,2147483647,1.954
"CW",3,"5C","50,000",0,1000001,0.999
"CW",3,"5C","50,000",1000001,3500001,1.491
"CW",3,"5C","50,000",3500001,5500001,1.648
"CW",3,"5C","50,000",5500001,10000001,1.741
"CW",3,"5C","50,000",10000001,2147483647,1.937
"CW",3,"5C","75,000",0,1000001,0.843
"CW",3,"5C","75,000",1000001,3500001,1.378
"CW",3,"5C","75,000",3500001,5500001,1.562
"CW",3,"5C","75,000",5500001,10000001,1.674
"CW",3,"5C","75,000",10000001,2147483647,1.923
"CW",3,"5C","100,000",0,1000001,0.73
"CW",3,"5C","100,000",1000001,3500001,1.288
"CW",3,"5C","100,000",3500001,5500001,1.491
"CW",3,"5C","100,000",5500001,10000001,1.618
"CW",3,"5C","100,000",10000001,2147483647,1.668
"CW",3,"5C","250,000",0,1000001,0.363
"CW",3,"5C","250,000",1000001,3500001,0.96
"CW",3,"5C","250,000",3500001,5500001,1.213
"CW",3,"5C","250,000",5500001,10000001,1.387
"CW",3,"5C","250,000",10000001,2147483647,1.46
"CW",3,"5C","500,000",0,1000001,0.242
"CW",3,"5C","500,000",1000001,3500001,0.688
"CW",3,"5C","500,000",3500001,5500001,0.96
"CW",3,"5C","500,000",5500001,10000001,1.161
"CW",3,"5C","500,000",10000001,2147483647,1.249
"CW",3,"5C","750,000",0,1000001,0.189
"CW",3,"5C","750,000",1000001,3500001,0.526
"CW",3,"5C","750,000",3500001,5500001,0.802
