"StateCode","Limit_From","Limit_ToLessThan","ConstructionCode","Factor_From","Factor_ToLessThan",
"CW",2500000,2750000,6,0.561,0.548
"CW",2750000,3000000,1,0.66,0.65
"CW",2750000,3000000,2,0.66,0.65
"CW",2750000,3000000,3,0.66,0.65
"CW",2750000,3000000,4,0.548,0.536
"CW",2750000,3000000,5,0.548,0.536
"CW",2750000,3000000,6,0.548,0.536
"CW",3000000,3250000,1,0.65,0.641
"CW",3000000,3250000,2,0.65,0.641
"CW",3000000,3250000,3,0.65,0.641
"CW",3000000,3250000,4,0.536,0.526
"CW",3000000,3250000,5,0.536,0.526
"CW",3000000,3250000,6,0.536,0.526
"CW",3250000,3500000,1,0.641,0.633
"CW",3250000,3500000,2,0.641,0.633
"CW",3250000,3500000,3,0.641,0.633
"CW",3250000,3500000,4,0.526,0.516
"CW",3250000,3500000,5,0.526,0.516
"CW",3250000,3500000,6,0.526,0.516
"CW",3500000,3750000,1,0.633,0.625
"CW",3500000,3750000,2,0.633,0.625
"CW",3500000,3750000,3,0.633,0.625
"CW",3500000,3750000,4,0.516,0.507
"CW",3500000,3750000,5,0.516,0.507
"CW",3500000,3750000,6,0.516,0.507
"CW",3750000,4000000,1,0.625,0.618
"CW",3750000,4000000,2,0.625,0.618
"CW",3750000,4000000,3,0.625,0.618
"CW",3750000,4000000,4,0.507,0.499
"CW",3750000,4000000,5,0.507,0.499
"CW",3750000,4000000,6,0.507,0.499
"CW",4000000,4250000,1,0.618,0.612
"CW",4000000,4250000,2,0.618,0.612
"CW",4000000,4250000,3,0.618,0.612
"CW",4000000,4250000,4,0.499,0.492
"CW",4000000,4250000,5,0.499,0.492
"CW",4000000,4250000,6,0.499,0.492
"CW",4250000,4500000,1,0.612,0.606
"CW",4250000,4500000,2,0.612,0.606
"CW",4250000,4500000,3,0.612,0.606
"CW",4250000,4500000,4,0.492,0.485
"CW",4250000,4500000,5,0.492,0.485
"CW",4250000,4500000,6,0.492,0.485
"CW",4500000,4750000,1,0.606,0.6
"CW",4500000,4750000,2,0.606,0.6
"CW",4500000,4750000,3,0.606,0.6
"CW",4500000,4750000,4,0.485,0.478
"CW",4500000,4750000,5,0.485,0.478
"CW",4500000,4750000,6,0.485,0.478
"CW",4750000,5000000,1,0.6,0.595
"CW",4750000,5000000,2,0.6,0.595
"CW",4750000,5000000,3,0.6,0.595
