"StateCode","EQDeductibleTier","EQClass","EQDeductible","EQSubLimitPct_From","EQSubLimitPct_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW",3,"2A","1,000,000",30,35,1000001,3500001,0.461,0.455
"CW",3,"2A","1,000,000",35,40,1000001,3500001,0.455,0.45
"CW",3,"2A","1,000,000",40,45,1000001,3500001,0.45,0.446
"CW",3,"2A","1,000,000",45,50,1000001,3500001,0.446,0.446
"CW",3,"2A","1,000,000",50,55,1000001,3500001,0.446,0.448
"CW",3,"2A","1,000,000",55,60,1000001,3500001,0.448,0.453
"CW",3,"2A","1,000,000",60,65,1000001,3500001,0.453,0.463
"CW",3,"2A","1,000,000",65,70,1000001,3500001,0.463,0.48
"CW",3,"2A","1,000,000",70,75,1000001,3500001,0.48,0
"CW",3,"2A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"3C","1,000,000",1,2,1000001,3500001,0.8,0.8
"CW",3,"3C","1,000,000",2,3,1000001,3500001,0.8,0.773
"CW",3,"3C","1,000,000",3,4,1000001,3500001,0.773,0.78
"CW",3,"3C","1,000,000",4,5,1000001,3500001,0.78,0.768
"CW",3,"3C","1,000,000",5,10,1000001,3500001,0.768,0.744
"CW",3,"3C","1,000,000",10,15,1000001,3500001,0.744,0.725
"CW",3,"3C","1,000,000",15,20,1000001,3500001,0.725,0.704
"CW",3,"3C","1,000,000",20,25,1000001,3500001,0.704,0.691
"CW",3,"3C","1,000,000",25,30,1000001,3500001,0.691,0.68
"CW",3,"3C","1,000,000",30,35,1000001,3500001,0.68,0.67
"CW",3,"3C","1,000,000",35,40,1000001,3500001,0.67,0.664
"CW",3,"3C","1,000,000",40,45,1000001,3500001,0.664,0.661
"CW",3,"3C","1,000,000",45,50,1000001,3500001,0.661,0.661
"CW",3,"3C","1,000,000",50,55,1000001,3500001,0.661,0.663
"CW",3,"3C","1,000,000",55,60,1000001,3500001,0.663,0.672
"CW",3,"3C","1,000,000",60,65,1000001,3500001,0.672,0.686
"CW",3,"3C","1,000,000",65,70,1000001,3500001,0.686,0.71
"CW",3,"3C","1,000,000",70,75,1000001,3500001,0.71,0
"CW",3,"3C","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"4B","1,000,000",1,2,1000001,3500001,0.8,0.76
"CW",3,"4B","1,000,000",2,3,1000001,3500001,0.76,0.773
"CW",3,"4B","1,000,000",3,4,1000001,3500001,0.773,0.76
"CW",3,"4B","1,000,000",4,5,1000001,3500001,0.76,0.768
"CW",3,"4B","1,000,000",5,10,1000001,3500001,0.768,0.736
"CW",3,"4B","1,000,000",10,15,1000001,3500001,0.736,0.715
"CW",3,"4B","1,000,000",15,20,1000001,3500001,0.715,0.692
"CW",3,"4B","1,000,000",20,25,1000001,3500001,0.692,0.678
"CW",3,"4B","1,000,000",25,30,1000001,3500001,0.678,0.667
"CW",3,"4B","1,000,000",30,35,1000001,3500001,0.667,0.658
"CW",3,"4B","1,000,000",35,40,1000001,3500001,0.658,0.652
"CW",3,"4B","1,000,000",40,45,1000001,3500001,0.652,0.649
"CW",3,"4B","1,000,000",45,50,1000001,3500001,0.649,0.648
"CW",3,"4B","1,000,000",50,55,1000001,3500001,0.648,0.652
"CW",3,"4B","1,000,000",55,60,1000001,3500001,0.652,0.66
"CW",3,"4B","1,000,000",60,65,1000001,3500001,0.66,0.673
"CW",3,"4B","1,000,000",65,70,1000001,3500001,0.673,0.698
"CW",3,"4B","1,000,000",70,75,1000001,3500001,0.698,0
"CW",3,"4B","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",1,"1D","1,000,000",1,2,1000001,3500001,0.8,0.8
"CW",1,"1D","1,000,000",2,3,1000001,3500001,0.8,0.8
"CW",1,"1D","1,000,000",3,4,1000001,3500001,0.8,0.8
"CW",1,"1D","1,000,000",4,5,1000001,3500001,0.8,0.784
"CW",1,"1D","1,000,000",5,10,1000001,3500001,0.784,0.784
"CW",1,"1D","1,000,000",10,15,1000001,3500001,0.784,0.779
"CW",1,"1D","1,000,000",15,20,1000001,3500001,0.779,0.772
"CW",1,"1D","1,000,000",20,25,1000001,3500001,0.772,0.771
"CW",1,"1D","1,000,000",25,30,1000001,3500001,0.771,0.771
"CW",1,"1D","1,000,000",30,35,1000001,3500001,0.771,0.775
"CW",1,"1D","1,000,000",35,40,1000001,3500001,0.775,0.78
"CW",1,"1D","1,000,000",40,45,1000001,3500001,0.78,0.788
"CW",1,"1D","1,000,000",45,50,1000001,3500001,0.788,0.798
"CW",1,"1D","1,000,000",50,55,1000001,3500001,0.798,0.813
"CW",1,"1D","1,000,000",55,60,1000001,3500001,0.813,0.827
"CW",1,"1D","1,000,000",60,65,1000001,3500001,0.827,0.832
"CW",1,"1D","1,000,000",65,70,1000001,3500001,0.832,0.848
"CW",1,"1D","1,000,000",70,75,1000001,3500001,0.848,0
"CW",1,"1D","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",2,"1D","1,000,000",1,2,1000001,3500001,0.72,0.72
"CW",2,"1D","1,000,000",2,3,1000001,3500001,0.72,0.72
"CW",2,"1D","1,000,000",3,4,1000001,3500001,0.72,0.72
"CW",2,"1D","1,000,000",4,5,1000001,3500001,0.72,0.72
"CW",2,"1D","1,000,000",5,10,1000001,3500001,0.72,0.696
"CW",2,"1D","1,000,000",10,15,1000001,3500001,0.696,0.683
"CW",2,"1D","1,000,000",15,20,1000001,3500001,0.683,0.676
"CW",2,"1D","1,000,000",20,25,1000001,3500001,0.676,0.669
"CW",2,"1D","1,000,000",25,30,1000001,3500001,0.669,0.664
"CW",2,"1D","1,000,000",30,35,1000001,3500001,0.664,0.661
"CW",2,"1D","1,000,000",35,40,1000001,3500001,0.661,0.66
"CW",2,"1D","1,000,000",40,45,1000001,3500001,0.66,0.663
"CW",2,"1D","1,000,000",45,50,1000001,3500001,0.663,0.669
"CW",2,"1D","1,000,000",50,55,1000001,3500001,0.669,0.678
"CW",2,"1D","1,000,000",55,60,1000001,3500001,0.678,0.691
"CW",2,"1D","1,000,000",60,65,1000001,3500001,0.691,0.711
"CW",2,"1D","1,000,000",65,70,1000001,3500001,0.711,0.741
"CW",2,"1D","1,000,000",70,75,1000001,3500001,0.741,0
"CW",2,"1D","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"1D","1,000,000",1,2,1000001,3500001,0.72,0.68
"CW",3,"1D","1,000,000",2,3,1000001,3500001,0.68,0.693
"CW",3,"1D","1,000,000",3,4,1000001,3500001,0.693,0.68
"CW",3,"1D","1,000,000",4,5,1000001,3500001,0.68,0.672
"CW",3,"1D","1,000,000",5,10,1000001,3500001,0.672,0.656
"CW",3,"1D","1,000,000",10,15,1000001,3500001,0.656,0.64
"CW",3,"1D","1,000,000",15,20,1000001,3500001,0.64,0.624
"CW",3,"1D","1,000,000",20,25,1000001,3500001,0.624,0.614
"CW",3,"1D","1,000,000",25,30,1000001,3500001,0.614,0.605
"CW",3,"1D","1,000,000",30,35,1000001,3500001,0.605,0.601
"CW",3,"1D","1,000,000",35,40,1000001,3500001,0.601,0.598
"CW",3,"1D","1,000,000",40,45,1000001,3500001,0.598,0.596
"CW",3,"1D","1,000,000",45,50,1000001,3500001,0.596,0.598
"CW",3,"1D","1,000,000",50,55,1000001,3500001,0.598,0.602
"CW",3,"1D","1,000,000",55,60,1000001,3500001,0.602,0.612
"CW",3,"1D","1,000,000",60,65,1000001,3500001,0.612,0.625
"CW",3,"1D","1,000,000",65,70,1000001,3500001,0.625,0.65
"CW",3,"1D","1,000,000",70,75,1000001,3500001,0.65,0
"CW",3,"1D","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",1,"5A","1,000,000",1,2,1000001,3500001,0.88,0.84
"CW",1,"5A","1,000,000",2,3,1000001,3500001,0.84,0.853
"CW",1,"5A","1,000,000",3,4,1000001,3500001,0.853,0.86
"CW",1,"5A","1,000,000",4,5,1000001,3500001,0.86,0.848
"CW",1,"5A","1,000,000",5,10,1000001,3500001,0.848,0.84
"CW",1,"5A","1,000,000",10,15,1000001,3500001,0.84,0.832
"CW",1,"5A","1,000,000",15,20,1000001,3500001,0.832,0.828
"CW",1,"5A","1,000,000",20,25,1000001,3500001,0.828,0.829
"CW",1,"5A","1,000,000",25,30,1000001,3500001,0.829,0.827
"CW",1,"5A","1,000,000",30,35,1000001,3500001,0.827,0.832
"CW",1,"5A","1,000,000",35,40,1000001,3500001,0.832,0.836
"CW",1,"5A","1,000,000",40,45,1000001,3500001,0.836,0.846
"CW",1,"5A","1,000,000",45,50,1000001,3500001,0.846,0.858
"CW",1,"5A","1,000,000",50,55,1000001,3500001,0.858,0.874
"CW",1,"5A","1,000,000",55,60,1000001,3500001,0.874,0.888
"CW",1,"5A","1,000,000",60,65,1000001,3500001,0.888,0.895
"CW",1,"5A","1,000,000",65,70,1000001,3500001,0.895,0.912
"CW",1,"5A","1,000,000",70,75,1000001,3500001,0.912,0
"CW",1,"5A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",2,"5A","1,000,000",1,2,1000001,3500001,0.8,0.8
"CW",2,"5A","1,000,000",2,3,1000001,3500001,0.8,0.8
"CW",2,"5A","1,000,000",3,4,1000001,3500001,0.8,0.8
"CW",2,"5A","1,000,000",4,5,1000001,3500001,0.8,0.8
"CW",2,"5A","1,000,000",5,10,1000001,3500001,0.8,0.776
"CW",2,"5A","1,000,000",10,15,1000001,3500001,0.776,0.757
"CW",2,"5A","1,000,000",15,20,1000001,3500001,0.757,0.744
"CW",2,"5A","1,000,000",20,25,1000001,3500001,0.744,0.733
"CW",2,"5A","1,000,000",25,30,1000001,3500001,0.733,0.723
"CW",2,"5A","1,000,000",30,35,1000001,3500001,0.723,0.718
"CW",2,"5A","1,000,000",35,40,1000001,3500001,0.718,0.716
"CW",2,"5A","1,000,000",40,45,1000001,3500001,0.716,0.716
"CW",2,"5A","1,000,000",45,50,1000001,3500001,0.716,0.72
"CW",2,"5A","1,000,000",50,55,1000001,3500001,0.72,0.729
"CW",2,"5A","1,000,000",55,60,1000001,3500001,0.729,0.741
"CW",2,"5A","1,000,000",60,65,1000001,3500001,0.741,0.762
"CW",2,"5A","1,000,000",65,70,1000001,3500001,0.762,0.798
"CW",2,"5A","1,000,000",70,75,1000001,3500001,0.798,0
"CW",2,"5A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"5A","1,000,000",1,2,1000001,3500001,0.8,0.76
"CW",3,"5A","1,000,000",2,3,1000001,3500001,0.76,0.773
"CW",3,"5A","1,000,000",3,4,1000001,3500001,0.773,0.76
"CW",3,"5A","1,000,000",4,5,1000001,3500001,0.76,0.768
"CW",3,"5A","1,000,000",5,10,1000001,3500001,0.768,0.736
"CW",3,"5A","1,000,000",10,15,1000001,3500001,0.736,0.715
"CW",3,"5A","1,000,000",15,20,1000001,3500001,0.715,0.692
"CW",3,"5A","1,000,000",20,25,1000001,3500001,0.692,0.678
"CW",3,"5A","1,000,000",25,30,1000001,3500001,0.678,0.667
"CW",3,"5A","1,000,000",30,35,1000001,3500001,0.667,0.658
"CW",3,"5A","1,000,000",35,40,1000001,3500001,0.658,0.652
"CW",3,"5A","1,000,000",40,45,1000001,3500001,0.652,0.649
"CW",3,"5A","1,000,000",45,50,1000001,3500001,0.649,0.648
"CW",3,"5A","1,000,000",50,55,1000001,3500001,0.648,0.652
"CW",3,"5A","1,000,000",55,60,1000001,3500001,0.652,0.66
"CW",3,"5A","1,000,000",60,65,1000001,3500001,0.66,0.673
"CW",3,"5A","1,000,000",65,70,1000001,3500001,0.673,0.698
"CW",3,"5A","1,000,000",70,75,1000001,3500001,0.698,0
"CW",3,"5A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",1,"2B","1,000,000",1,2,1000001,3500001,0.8,0.8
"CW",1,"2B","1,000,000",2,3,1000001,3500001,0.8,0.773
"CW",1,"2B","1,000,000",3,4,1000001,3500001,0.773,0.78
"CW",1,"2B","1,000,000",4,5,1000001,3500001,0.78,0.768
"CW",1,"2B","1,000,000",5,10,1000001,3500001,0.768,0.76
"CW",1,"2B","1,000,000",10,15,1000001,3500001,0.76,0.752
"CW",1,"2B","1,000,000",15,20,1000001,3500001,0.752,0.744
"CW",1,"2B","1,000,000",20,25,1000001,3500001,0.744,0.739
"CW",1,"2B","1,000,000",25,30,1000001,3500001,0.739,0.736
"CW",1,"2B","1,000,000",30,35,1000001,3500001,0.736,0.736
"CW",1,"2B","1,000,000",35,40,1000001,3500001,0.736,0.738
"CW",1,"2B","1,000,000",40,45,1000001,3500001,0.738,0.743
"CW",1,"2B","1,000,000",45,50,1000001,3500001,0.743,0.75
"CW",1,"2B","1,000,000",50,55,1000001,3500001,0.75,0.762
"CW",1,"2B","1,000,000",55,60,1000001,3500001,0.762,0.777
"CW",1,"2B","1,000,000",60,65,1000001,3500001,0.777,0.801
"CW",1,"2B","1,000,000",65,70,1000001,3500001,0.801,0.799
"CW",1,"2B","1,000,000",70,75,1000001,3500001,0.799,0
"CW",1,"2B","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",2,"2B","1,000,000",1,2,1000001,3500001,0.64,0.6
"CW",2,"2B","1,000,000",2,3,1000001,3500001,0.6,0.613
"CW",2,"2B","1,000,000",3,4,1000001,3500001,0.613,0.6
"CW",2,"2B","1,000,000",4,5,1000001,3500001,0.6,0.608
"CW",2,"2B","1,000,000",5,10,1000001,3500001,0.608,0.584
"CW",2,"2B","1,000,000",10,15,1000001,3500001,0.584,0.565
"CW",2,"2B","1,000,000",15,20,1000001,3500001,0.565,0.552
"CW",2,"2B","1,000,000",20,25,1000001,3500001,0.552,0.541
"CW",2,"2B","1,000,000",25,30,1000001,3500001,0.541,0.533
"CW",2,"2B","1,000,000",30,35,1000001,3500001,0.533,0.526
"CW",2,"2B","1,000,000",35,40,1000001,3500001,0.526,0.522
"CW",2,"2B","1,000,000",40,45,1000001,3500001,0.522,0.521
"CW",2,"2B","1,000,000",45,50,1000001,3500001,0.521,0.523
"CW",2,"2B","1,000,000",50,55,1000001,3500001,0.523,0.527
"CW",2,"2B","1,000,000",55,60,1000001,3500001,0.527,0.535
"CW",2,"2B","1,000,000",60,65,1000001,3500001,0.535,0.548
"CW",2,"2B","1,000,000",65,70,1000001,3500001,0.548,0.571
"CW",2,"2B","1,000,000",70,75,1000001,3500001,0.571,0
"CW",2,"2B","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"2B","1,000,000",1,2,1000001,3500001,0.56,0.56
"CW",3,"2B","1,000,000",2,3,1000001,3500001,0.56,0.56
"CW",3,"2B","1,000,000",3,4,1000001,3500001,0.56,0.54
"CW",3,"2B","1,000,000",4,5,1000001,3500001,0.54,0.544
"CW",3,"2B","1,000,000",5,10,1000001,3500001,0.544,0.52
"CW",3,"2B","1,000,000",10,15,1000001,3500001,0.52,0.501
"CW",3,"2B","1,000,000",15,20,1000001,3500001,0.501,0.484
"CW",3,"2B","1,000,000",20,25,1000001,3500001,0.484,0.474
"CW",3,"2B","1,000,000",25,30,1000001,3500001,0.474,0.461
"CW",3,"2B","1,000,000",30,35,1000001,3500001,0.461,0.455
"CW",3,"2B","1,000,000",35,40,1000001,3500001,0.455,0.45
"CW",3,"2B","1,000,000",40,45,1000001,3500001,0.45,0.446
"CW",3,"2B","1,000,000",45,50,1000001,3500001,0.446,0.446
"CW",3,"2B","1,000,000",50,55,1000001,3500001,0.446,0.448
"CW",3,"2B","1,000,000",55,60,1000001,3500001,0.448,0.453
"CW",3,"2B","1,000,000",60,65,1000001,3500001,0.453,0.463
"CW",3,"2B","1,000,000",65,70,1000001,3500001,0.463,0.48
"CW",3,"2B","1,000,000",70,75,1000001,3500001,0.48,0
"CW",3,"2B","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",1,"3B","1,000,000",1,2,1000001,3500001,0.8,0.8
"CW",1,"3B","1,000,000",2,3,1000001,3500001,0.8,0.773
"CW",1,"3B","1,000,000",3,4,1000001,3500001,0.773,0.78
"CW",1,"3B","1,000,000",4,5,1000001,3500001,0.78,0.768
"CW",1,"3B","1,000,000",5,10,1000001,3500001,0.768,0.76
"CW",1,"3B","1,000,000",10,15,1000001,3500001,0.76,0.752
"CW",1,"3B","1,000,000",15,20,1000001,3500001,0.752,0.744
"CW",1,"3B","1,000,000",20,25,1000001,3500001,0.744,0.739
"CW",1,"3B","1,000,000",25,30,1000001,3500001,0.739,0.736
"CW",1,"3B","1,000,000",30,35,1000001,3500001,0.736,0.736
"CW",1,"3B","1,000,000",35,40,1000001,3500001,0.736,0.738
"CW",1,"3B","1,000,000",40,45,1000001,3500001,0.738,0.743
"CW",1,"3B","1,000,000",45,50,1000001,3500001,0.743,0.75
"CW",1,"3B","1,000,000",50,55,1000001,3500001,0.75,0.762
"CW",1,"3B","1,000,000",55,60,1000001,3500001,0.762,0.777
"CW",1,"3B","1,000,000",60,65,1000001,3500001,0.777,0.801
"CW",1,"3B","1,000,000",65,70,1000001,3500001,0.801,0.799
"CW",1,"3B","1,000,000",70,75,1000001,3500001,0.799,0
"CW",1,"3B","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",2,"3B","1,000,000",1,2,1000001,3500001,0.64,0.6
"CW",2,"3B","1,000,000",2,3,1000001,3500001,0.6,0.613
"CW",2,"3B","1,000,000",3,4,1000001,3500001,0.613,0.6
"CW",2,"3B","1,000,000",4,5,1000001,3500001,0.6,0.608
"CW",2,"3B","1,000,000",5,10,1000001,3500001,0.608,0.584
"CW",2,"3B","1,000,000",10,15,1000001,3500001,0.584,0.565
"CW",2,"3B","1,000,000",15,20,1000001,3500001,0.565,0.552
"CW",2,"3B","1,000,000",20,25,1000001,3500001,0.552,0.541
"CW",2,"3B","1,000,000",25,30,1000001,3500001,0.541,0.533
"CW",2,"3B","1,000,000",30,35,1000001,3500001,0.533,0.526
"CW",2,"3B","1,000,000",35,40,1000001,3500001,0.526,0.522
"CW",2,"3B","1,000,000",40,45,1000001,3500001,0.522,0.521
"CW",2,"3B","1,000,000",45,50,1000001,3500001,0.521,0.523
"CW",2,"3B","1,000,000",50,55,1000001,3500001,0.523,0.527
"CW",2,"3B","1,000,000",55,60,1000001,3500001,0.527,0.535
"CW",2,"3B","1,000,000",60,65,1000001,3500001,0.535,0.548
"CW",2,"3B","1,000,000",65,70,1000001,3500001,0.548,0.571
"CW",2,"3B","1,000,000",70,75,1000001,3500001,0.571,0
"CW",2,"3B","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"3B","1,000,000",1,2,1000001,3500001,0.56,0.56
"CW",3,"3B","1,000,000",2,3,1000001,3500001,0.56,0.56
"CW",3,"3B","1,000,000",3,4,1000001,3500001,0.56,0.54
"CW",3,"3B","1,000,000",4,5,1000001,3500001,0.54,0.544
"CW",3,"3B","1,000,000",5,10,1000001,3500001,0.544,0.52
"CW",3,"3B","1,000,000",10,15,1000001,3500001,0.52,0.501
"CW",3,"3B","1,000,000",15,20,1000001,3500001,0.501,0.484
"CW",3,"3B","1,000,000",20,25,1000001,3500001,0.484,0.474
"CW",3,"3B","1,000,000",25,30,1000001,3500001,0.474,0.461
"CW",3,"3B","1,000,000",30,35,1000001,3500001,0.461,0.455
"CW",3,"3B","1,000,000",35,40,1000001,3500001,0.455,0.45
"CW",3,"3B","1,000,000",40,45,1000001,3500001,0.45,0.446
"CW",3,"3B","1,000,000",45,50,1000001,3500001,0.446,0.446
"CW",3,"3B","1,000,000",50,55,1000001,3500001,0.446,0.448
"CW",3,"3B","1,000,000",55,60,1000001,3500001,0.448,0.453
"CW",3,"3B","1,000,000",60,65,1000001,3500001,0.453,0.463
"CW",3,"3B","1,000,000",65,70,1000001,3500001,0.463,0.48
"CW",3,"3B","1,000,000",70,75,1000001,3500001,0.48,0
"CW",3,"3B","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",1,"3A","1,000,000",1,2,1000001,3500001,0.8,0.8
"CW",1,"3A","1,000,000",2,3,1000001,3500001,0.8,0.773
"CW",1,"3A","1,000,000",3,4,1000001,3500001,0.773,0.78
"CW",1,"3A","1,000,000",4,5,1000001,3500001,0.78,0.768
"CW",1,"3A","1,000,000",5,10,1000001,3500001,0.768,0.76
"CW",1,"3A","1,000,000",10,15,1000001,3500001,0.76,0.752
"CW",1,"3A","1,000,000",15,20,1000001,3500001,0.752,0.744
"CW",1,"3A","1,000,000",20,25,1000001,3500001,0.744,0.739
"CW",1,"3A","1,000,000",25,30,1000001,3500001,0.739,0.736
"CW",1,"3A","1,000,000",30,35,1000001,3500001,0.736,0.736
"CW",1,"3A","1,000,000",35,40,1000001,3500001,0.736,0.738
"CW",1,"3A","1,000,000",40,45,1000001,3500001,0.738,0.743
"CW",1,"3A","1,000,000",45,50,1000001,3500001,0.743,0.75
"CW",1,"3A","1,000,000",50,55,1000001,3500001,0.75,0.762
"CW",1,"3A","1,000,000",55,60,1000001,3500001,0.762,0.777
"CW",1,"3A","1,000,000",60,65,1000001,3500001,0.777,0.801
"CW",1,"3A","1,000,000",65,70,1000001,3500001,0.801,0.799
"CW",1,"3A","1,000,000",70,75,1000001,3500001,0.799,0
"CW",1,"3A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",2,"3A","1,000,000",1,2,1000001,3500001,0.64,0.6
"CW",2,"3A","1,000,000",2,3,1000001,3500001,0.6,0.613
"CW",2,"3A","1,000,000",3,4,1000001,3500001,0.613,0.6
"CW",2,"3A","1,000,000",4,5,1000001,3500001,0.6,0.608
"CW",2,"3A","1,000,000",5,10,1000001,3500001,0.608,0.584
"CW",2,"3A","1,000,000",10,15,1000001,3500001,0.584,0.565
"CW",2,"3A","1,000,000",15,20,1000001,3500001,0.565,0.552
"CW",2,"3A","1,000,000",20,25,1000001,3500001,0.552,0.541
"CW",2,"3A","1,000,000",25,30,1000001,3500001,0.541,0.533
"CW",2,"3A","1,000,000",30,35,1000001,3500001,0.533,0.526
"CW",2,"3A","1,000,000",35,40,1000001,3500001,0.526,0.522
"CW",2,"3A","1,000,000",40,45,1000001,3500001,0.522,0.521
"CW",2,"3A","1,000,000",45,50,1000001,3500001,0.521,0.523
"CW",2,"3A","1,000,000",50,55,1000001,3500001,0.523,0.527
"CW",2,"3A","1,000,000",55,60,1000001,3500001,0.527,0.535
"CW",2,"3A","1,000,000",60,65,1000001,3500001,0.535,0.548
"CW",2,"3A","1,000,000",65,70,1000001,3500001,0.548,0.571
"CW",2,"3A","1,000,000",70,75,1000001,3500001,0.571,0
"CW",2,"3A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"3A","1,000,000",1,2,1000001,3500001,0.56,0.56
"CW",3,"3A","1,000,000",2,3,1000001,3500001,0.56,0.56
"CW",3,"3A","1,000,000",3,4,1000001,3500001,0.56,0.54
"CW",3,"3A","1,000,000",4,5,1000001,3500001,0.54,0.544
"CW",3,"3A","1,000,000",5,10,1000001,3500001,0.544,0.52
"CW",3,"3A","1,000,000",10,15,1000001,3500001,0.52,0.501
"CW",3,"3A","1,000,000",15,20,1000001,3500001,0.501,0.484
"CW",3,"3A","1,000,000",20,25,1000001,3500001,0.484,0.474
"CW",3,"3A","1,000,000",25,30,1000001,3500001,0.474,0.461
"CW",3,"3A","1,000,000",30,35,1000001,3500001,0.461,0.455
"CW",3,"3A","1,000,000",35,40,1000001,3500001,0.455,0.45
"CW",3,"3A","1,000,000",40,45,1000001,3500001,0.45,0.446
"CW",3,"3A","1,000,000",45,50,1000001,3500001,0.446,0.446
"CW",3,"3A","1,000,000",50,55,1000001,3500001,0.446,0.448
"CW",3,"3A","1,000,000",55,60,1000001,3500001,0.448,0.453
"CW",3,"3A","1,000,000",60,65,1000001,3500001,0.453,0.463
"CW",3,"3A","1,000,000",65,70,1000001,3500001,0.463,0.48
"CW",3,"3A","1,000,000",70,75,1000001,3500001,0.48,0
"CW",3,"3A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",1,"4A","1,000,000",1,2,1000001,3500001,0.8,0.8
"CW",1,"4A","1,000,000",2,3,1000001,3500001,0.8,0.773
"CW",1,"4A","1,000,000",3,4,1000001,3500001,0.773,0.78
"CW",1,"4A","1,000,000",4,5,1000001,3500001,0.78,0.768
"CW",1,"4A","1,000,000",5,10,1000001,3500001,0.768,0.76
"CW",1,"4A","1,000,000",10,15,1000001,3500001,0.76,0.752
"CW",1,"4A","1,000,000",15,20,1000001,3500001,0.752,0.744
"CW",1,"4A","1,000,000",20,25,1000001,3500001,0.744,0.739
"CW",1,"4A","1,000,000",25,30,1000001,3500001,0.739,0.736
"CW",1,"4A","1,000,000",30,35,1000001,3500001,0.736,0.736
"CW",1,"4A","1,000,000",35,40,1000001,3500001,0.736,0.738
"CW",1,"4A","1,000,000",40,45,1000001,3500001,0.738,0.743
"CW",1,"4A","1,000,000",45,50,1000001,3500001,0.743,0.75
"CW",1,"4A","1,000,000",50,55,1000001,3500001,0.75,0.762
"CW",1,"4A","1,000,000",55,60,1000001,3500001,0.762,0.777
"CW",1,"4A","1,000,000",60,65,1000001,3500001,0.777,0.801
"CW",1,"4A","1,000,000",65,70,1000001,3500001,0.801,0.799
"CW",1,"4A","1,000,000",70,75,1000001,3500001,0.799,0
"CW",1,"4A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",2,"4A","1,000,000",1,2,1000001,3500001,0.64,0.6
"CW",2,"4A","1,000,000",2,3,1000001,3500001,0.6,0.613
"CW",2,"4A","1,000,000",3,4,1000001,3500001,0.613,0.6
"CW",2,"4A","1,000,000",4,5,1000001,3500001,0.6,0.608
"CW",2,"4A","1,000,000",5,10,1000001,3500001,0.608,0.584
"CW",2,"4A","1,000,000",10,15,1000001,3500001,0.584,0.565
"CW",2,"4A","1,000,000",15,20,1000001,3500001,0.565,0.552
"CW",2,"4A","1,000,000",20,25,1000001,3500001,0.552,0.541
"CW",2,"4A","1,000,000",25,30,1000001,3500001,0.541,0.533
"CW",2,"4A","1,000,000",30,35,1000001,3500001,0.533,0.526
"CW",2,"4A","1,000,000",35,40,1000001,3500001,0.526,0.522
"CW",2,"4A","1,000,000",40,45,1000001,3500001,0.522,0.521
"CW",2,"4A","1,000,000",45,50,1000001,3500001,0.521,0.523
"CW",2,"4A","1,000,000",50,55,1000001,3500001,0.523,0.527
"CW",2,"4A","1,000,000",55,60,1000001,3500001,0.527,0.535
"CW",2,"4A","1,000,000",60,65,1000001,3500001,0.535,0.548
"CW",2,"4A","1,000,000",65,70,1000001,3500001,0.548,0.571
"CW",2,"4A","1,000,000",70,75,1000001,3500001,0.571,0
"CW",2,"4A","1,000,000",75,2147483647,1000001,3500001,0,0
"CW",3,"4A","1,000,000",1,2,1000001,3500001,0.56,0.56
"CW",3,"4A","1,000,000",2,3,1000001,3500001,0.56,0.56
"CW",3,"4A","1,000,000",3,4,1000001,3500001,0.56,0.54
"CW",3,"4A","1,000,000",4,5,1000001,3500001,0.54,0.544
"CW",3,"4A","1,000,000",5,10,1000001,3500001,0.544,0.52
"CW",3,"4A","1,000,000",10,15,1000001,3500001,0.52,0.501
"CW",3,"4A","1,000,000",15,20,1000001,3500001,0.501,0.484
"CW",3,"4A","1,000,000",20,25,1000001,3500001,0.484,0.474
"CW",3,"4A","1,000,000",25,30,1000001,3500001,0.474,0.461
"CW",3,"4A","1,000,000",30,35,1000001,3500001,0.461,0.455
"CW",3,"4A","1,000,000",35,40,1000001,3500001,0.455,0.45
"CW",3,"4A","1,000,000",40,45,1000001,3500001,0.45,0.446
"CW",3,"4A","1,000,000",45,50,1000001,3500001,0.446,0.446
"CW",3,"4A","1,000,000",50,55,1000001,3500001,0.446,0.448
"CW",3,"4A","1,000,000",55,60,1000001,3500001,0.448,0.453
"CW",3,"4A","1,000,000",60,65,1000001,3500001,0.453,0.463
